city,code,Families,for all families,lon,for families with children,Average children per family,lat
Camden Head,10771,52,0.6,152.83456,2,None,-31.646864
Knockrow,12178,54,0.6,153.534972,1.6,None,-28.768821
Buronga,10696,304,0.8,142.182794,1.9,None,-34.171443
Watsons Bay,14187,191,0.8,151.282368,1.9,None,-33.844806
Picton (NSW),13200,1339,1,150.606454,1.9,None,-34.185524
Bellambi,10264,1039,0.7,150.910756,1.8,None,-34.365911
Rye Park,13455,70,0.7,148.907695,2.1,None,-34.519573
Werri Beach,14233,161,0.8,150.832547,1.9,None,-34.734083
Sandy Beach,13479,633,0.8,153.192117,1.9,None,-30.147985
Mayrung,12537,38,0.7,145.320415,1.9,None,-35.464979
Ravenswood (NSW),13321,103,0.6,147.847318,2.1,None,-31.699958
Lindendale,12336,69,0.7,153.388534,1.7,None,-28.83593
Tumblong,13963,44,0.9,148.00974,2.3,None,-35.136655
Canada Bay,10785,336,0.8,151.116398,1.8,None,-33.863194
Tanja,13749,51,0.5,149.933291,1.8,None,-36.627881
Leppington,12305,888,1,150.81727,2,None,-33.964333
Gilgai,11618,184,0.8,151.117347,2,None,-29.852316
Corrimal,11082,1758,0.7,150.91118,1.8,None,-34.376363
Nyngan,13049,530,0.7,147.192356,1.9,None,-31.562487
Zetland,14524,2260,0.2,151.206234,1.3,None,-33.909938
Manly (NSW),12475,3965,0.4,151.269339,1.7,None,-33.775702
Sawyers Gully,13499,131,0.9,151.437112,1.8,None,-32.769359
Rosedale (NSW),13407,69,0.4,150.219889,1.5,None,-35.818606
Woodburn (Richmond Valley - NSW),14379,187,0.8,153.3559,2,None,-29.0963
North Star,13008,59,0.9,150.391368,2.1,None,-28.93259
Lake Munmorah,12253,1471,0.6,151.57042,1.8,None,-33.194148
Cumnock,11159,124,0.6,148.754509,1.9,None,-32.927818
Fishing Point,11526,310,0.6,151.590191,1.7,None,-33.050652
Kincumber South,12142,174,0.2,151.381035,1.5,None,-33.487271
Marrickville,12504,6377,0.6,151.151568,1.6,None,-33.915178
Frog Rock,11570,46,0.9,149.686857,1.9,None,-32.476946
Lemon Tree Passage,12300,745,0.5,152.039551,1.7,None,-32.730927
Cedar Party,10870,110,0.6,152.3901,1.9,None,-31.796941
Caringbah South,10816,3416,1,145.4212,2,None,-16.1846
Farley,11490,65,0.7,151.512185,1.6,None,-32.729063
North Macksville,12995,165,0.5,152.921564,1.7,None,-30.70403
Lavington,12287,3122,0.6,146.933346,1.8,None,-36.050577
Eumungerie,11456,82,0.5,148.626363,1.5,None,-31.951112
Goonengerry,11712,93,0.5,153.439674,1.7,None,-28.61079
Five Dock,11530,2510,0.8,151.130136,1.7,None,-33.866368
Wingham,14332,1428,0.7,152.374242,1.9,None,-31.869046
Jannali,12001,1629,0.9,151.065081,1.8,None,-34.017074
Rocky Point (NSW),13388,76,0.8,151.471707,1.8,None,-33.294922
Huntley (Orange - NSW),11958,42,1,149.1249,2.1,None,-33.3696
Black Springs (NSW),10389,59,0.8,149.711027,2.1,None,-33.840966
Tennyson (NSW),13789,109,0.7,150.736946,1.9,None,-33.536388
Miranda (NSW),12645,4041,0.8,151.100428,1.7,None,-34.034014
Goolmangar,11708,48,0.6,153.225916,2.1,None,-28.747167
Morven (Greater Hume Shire - NSW),12737,37,0.8,147.1565,1.9,None,-35.6466
Kirrawee,12172,2507,0.8,151.071196,1.8,None,-34.033743
Hamilton East,11839,252,0.7,151.754137,1.9,None,-32.929301
Bowning,10535,166,0.7,148.814699,1.8,None,-34.7679
Wongawilli,14374,33,1,150.758765,2.3,None,-34.480002
Tomerong,13894,305,0.7,150.587068,1.8,None,-35.052034
Colebee,10965,526,1.2,150.866046,1.8,None,-33.730647
Hallsville,11835,160,0.7,150.88197,1.7,None,-31.025229
Buchanan (NSW),10628,51,0.9,151.529302,2,None,-32.825353
Nevertire,12936,50,0.7,147.718723,1.9,None,-31.838854
Blakebrook,10402,38,0.9,153.243037,1.8,None,-28.765492
Cowra,11099,2629,0.6,148.691192,1.8,None,-33.83468
Casula,10852,4017,1.2,150.909367,2,None,-33.950422
Mullaley,12820,45,0.8,149.908463,2,None,-31.098523
Carool,10822,46,0.9,153.419146,1.8,None,-28.230291
Turrella,13982,611,0.7,151.140643,1.9,None,-33.929963
Sydenham (NSW),13714,266,0.5,151.166104,1.6,None,-33.915222
Soldiers Point,13570,414,0.5,152.064758,1.9,None,-32.710492
Gelston Park,11597,39,0.7,147.33784,1.7,None,-35.233266
Shellharbour City Centre,13534,41,0.3,150.836628,1.2,None,-34.564922
Watagan,14180,32,0.4,151.2078,1.5,None,-33.0105
Moonan Flat,12697,31,0.4,151.235462,2,None,-31.926434
Arding,10075,70,0.7,151.556745,1.8,None,-30.588547
Glengarrie,11666,27,0.2,153.402315,1.3,None,-28.229223
Castlereagh,10850,293,1,150.67655,2,None,-33.668796
Bundarra,10671,189,0.6,151.075836,1.8,None,-30.17137
Freshwater (NSW),11569,2354,0.7,153.349022,1.8,None,-29.35729
Caves Beach,10862,1187,0.8,151.640147,1.9,None,-33.108212
Edgecliff,11379,557,0.3,151.235106,1.5,None,-33.878586
Barrack Point,10208,171,0.8,150.867375,2,None,-34.563249
Revesby,13355,3730,0.9,151.007296,1.9,None,-33.943582
Dalmeny,11191,519,0.5,150.131434,1.9,None,-36.171034
Jamisontown,12000,1413,0.7,150.67951,1.8,None,-33.766193
Kains Flat,12049,51,0.4,149.836857,1.5,None,-32.465595
Windsor (NSW),14325,483,0.7,150.817481,1.8,None,-33.608814
Kungala,12212,39,0.5,152.999301,1.5,None,-29.944587
Reidsdale,13348,32,0.5,149.845446,1.5,None,-35.589709
Cecil Hills,10865,1797,1.5,150.853171,2.1,None,-33.883696
Sandy Hollow,13486,40,0.6,150.566792,1.7,None,-32.33475
Tullibigeal,13957,65,0.8,146.728083,2.2,None,-33.420093
Emerton,11413,534,1.1,150.808263,2.2,None,-33.742855
Kurri Kurri,12221,1567,0.7,151.482952,1.8,None,-32.817312
Sedgefield,13514,52,0.8,151.244895,2.5,None,-32.54412
Wombarra,14363,258,0.8,150.954245,1.7,None,-34.277848
Holgate,11921,269,1,151.405406,1.9,None,-33.409747
Vaucluse,14071,2441,0.9,151.278434,1.9,None,-33.859047
Mitchell (NSW),12650,43,0.3,149.564408,1.4,None,-33.432706
Ruse,13443,1596,0.9,150.844069,1.9,None,-34.069283
Gundy,11809,51,0.8,150.996749,1.8,None,-32.014475
Point Piper,13233,390,0.6,151.252329,1.8,None,-33.870083
Spencer,13607,57,0.3,151.142385,1.6,None,-33.459455
Yatte Yattah,14497,49,0.5,150.421,1.9,None,-35.267
Cambewarra,10763,67,0.6,150.559835,1.8,None,-34.82309
Dural (Hornsby - NSW),11328,2024,1.1,151.0415,2,None,-33.6851
Wallagoot,14103,141,0.7,149.917603,1.8,None,-36.788248
Peel,13174,71,1.1,149.615645,2.2,None,-33.290006
Walla Walla,14097,215,0.7,146.901019,2,None,-35.766734
Ashbury,10093,915,1.1,151.11932,1.8,None,-33.901897
Stanbridge,13646,53,0.8,146.235644,2,None,-34.517721
Woodford (NSW),14383,549,0.8,150.479149,1.9,None,-33.735174
Spring Grove,13614,126,0.9,153.155733,2,None,-28.833066
Alectown,10029,50,0.6,148.257653,1.6,None,-32.933075
The Junction,13827,261,0.6,151.759625,1.7,None,-32.937528
Dulwich Hill,11303,3437,0.6,151.138774,1.7,None,-33.904689
Gooloogong,11709,109,0.6,148.41385,1.9,None,-33.650848
Upper Lansdowne,14033,166,0.7,152.47486,1.8,None,-31.702433
Tucki Tucki,13946,49,0.8,153.327739,1.9,None,-28.908813
Bocoble,10432,41,0.6,149.724411,1.6,None,-32.798969
Clarenza,10922,152,0.7,152.988368,1.7,None,-29.697238
North Narooma,12998,204,0.4,150.119086,1.6,None,-36.202678
Picnic Point,13199,1714,1,151.000056,1.9,None,-33.979303
Sefton,13516,1419,1.2,151.011469,2.1,None,-33.885501
Mount Colah,12750,2020,1.1,151.117161,1.8,None,-33.664817
Middle Dural,12603,279,1,151.021276,2,None,-33.648471
Tullera,13956,81,0.8,153.301109,2,None,-28.744755
King Creek,12145,457,0.9,152.75192,1.9,None,-31.482454
Flinders (NSW),11534,1848,1.1,150.844828,1.9,None,-34.579836
Emmaville,11414,149,0.4,151.598632,1.6,None,-29.443987
Hillville,11913,93,0.7,152.350683,1.6,None,-31.949663
Blue Knob,10416,44,0.3,153.198679,1.4,None,-28.560977
East Lindfield,11357,981,1.1,151.186095,2,None,-33.766415
Middle Brook,12600,62,0.7,150.802501,1.9,None,-31.934061
Killcare,12133,129,0.6,151.370994,1.7,None,-33.52257
Pottsville,13257,1879,0.9,153.56855,2,None,-28.379066
Toronto,13918,1493,0.7,151.593162,1.8,None,-33.01329
Elizabeth Hills,11397,666,1.4,150.8483,2,None,-33.9002
Shoalhaven Heads,13540,834,0.4,150.745254,1.7,None,-34.85145
Mongarlowe,12678,32,0.4,149.922833,1.5,None,-35.422218
Maison Dieu,12448,37,0.8,151.094293,1.7,None,-32.535177
Frederickton,11561,350,0.8,152.878933,1.9,None,-31.037762
Table Top,13722,391,1.1,147.000325,2.1,None,-35.98027
Greenfield Park,11761,1352,1.4,150.889408,2.1,None,-33.872187
Wooloweyah,14411,111,0.5,153.342381,1.6,None,-29.483013
Kentucky South,12103,29,0.5,151.440954,1.6,None,-30.803987
Merah North,12572,41,1,149.215721,1.9,None,-30.145758
Mungindi (NSW),12843,130,0.7,149.100731,2.3,None,-28.999013
North Avoca,12980,612,0.9,151.435833,1.8,None,-33.459007
Yagoona,14453,4397,1.1,151.037007,2.1,None,-33.918726
Bilpin,10358,178,0.8,150.522195,1.9,None,-33.498253
Whalan,14266,1421,1.1,150.809528,2.1,None,-33.760165
Grose Vale,11785,358,1.1,150.672944,2.1,None,-33.584089
Nethercote,12932,103,0.7,149.828723,1.8,None,-37.01779
Bowen Mountain,10528,426,1.1,150.627819,2,None,-33.573871
Phillip Bay,13193,186,0.9,151.236692,1.9,None,-33.980556
Marshall Mount,12507,34,0.9,150.745585,2.3,None,-34.545128
Castle Doyle,10846,47,0.9,151.75801,2,None,-30.586704
Rhodes,13358,3143,0.3,151.088105,1.4,None,-33.830764
Bungarribee,10682,722,1.3,145.0383,1.8,None,-37.753
Tarrawanna,13769,550,0.7,150.887815,1.9,None,-34.381864
Buff Point,10645,952,0.7,151.535266,1.9,None,-33.238196
Lidcombe,12316,4884,0.8,151.047419,1.8,None,-33.854197
Heatherbrae,11884,124,0.3,151.732386,1.7,None,-32.787426
Kanimbla (NSW),12065,42,0.1,150.187891,1,None,-33.620702
Petersham,13190,1881,0.5,151.158575,1.6,None,-33.889283
Waratah (NSW),14141,1014,0.5,151.72722,1.6,None,-32.908152
Banora Point,10185,4497,0.6,153.535999,1.8,None,-28.213363
Hazelbrook,11881,1349,0.9,150.451629,1.9,None,-33.720992
Clemton Park,10928,418,1,151.103282,1.9,None,-33.925357
Tregeagle,13933,130,0.7,153.353062,1.8,None,-28.846985
Lake Bathurst,12239,53,0.5,149.714504,1.8,None,-35.012657
Euston,11468,198,0.9,142.745126,2.3,None,-34.574977
Nunderi,13042,185,0.8,153.455223,1.8,None,-28.322491
St Georges Basin,13636,808,0.6,150.597815,1.8,None,-35.090788
The Oaks,13831,707,1.1,150.571086,2,None,-34.076873
Corindi Beach,11073,448,0.8,153.20043,1.8,None,-30.028812
Arcadia (NSW),10072,388,1.1,151.052726,2.1,None,-33.623101
Potato Point,13253,41,0.1,150.136611,1,None,-36.096051
Lower Portland,12412,149,0.9,150.865871,1.9,None,-33.451409
Theresa Park,13845,143,1,150.639915,2,None,-34.007922
Basin View,10223,398,0.7,150.562281,1.9,None,-35.091103
Bobin,10427,37,0.5,152.283882,1.5,None,-31.726021
Metford,12592,1305,0.9,151.6092,1.9,None,-32.765913
Towradgi,13929,814,0.7,150.90676,1.8,None,-34.384433
Rosewood (Port Macquarie-Hastings - NSW),13414,63,0.7,144.3337,1.5,None,-38.1376
Woodstock (Shoalhaven - NSW),14396,64,0.9,144.9881,2,None,-37.802
Skinners Shoot,13556,22,0.3,153.581417,1.5,None,-28.669029
Abermain,10010,632,0.8,151.428668,1.9,None,-32.810815
Redhead,13340,918,0.8,151.714385,1.9,None,-33.013487
Paddington (NSW),13115,2946,0.4,151.226475,1.7,None,-33.885032
Carlton (NSW),10819,2926,0.8,151.124528,1.7,None,-33.968523
Wallaga Lake,14102,157,0.3,150.066053,1.9,None,-36.356673
March,12486,28,0.7,149.076541,2.1,None,-33.216351
Stanhope Gardens,13649,2466,1.1,150.933621,1.9,None,-33.711215
Ashtonfield,10102,1289,1.1,151.601,1.9,None,-32.77382
Taylors Arm,13776,42,0.4,152.689457,1.6,None,-30.781179
Gumma,11801,135,0.7,152.963122,2,None,-30.72992
Glencoe (NSW),11657,53,0.6,151.726757,2,None,-29.925888
Mount Ousley,12782,455,0.8,150.886719,1.8,None,-34.402376
Ashby Heights,10095,70,0.7,153.179387,1.9,None,-29.413743
Eschol Park,11441,749,1,150.80968,1.9,None,-34.031357
Singleton (NSW),13549,1289,0.7,151.168367,1.8,None,-32.564025
Epping (NSW),11428,6436,0.8,151.087742,1.7,None,-33.759777
Bellimbopinni,10272,31,1,152.903409,1.8,None,-31.015929
Ladysmith,12233,92,0.6,147.513984,2,None,-35.207801
Matong,12523,38,0.4,148.29153,1.6,None,-35.375157
Auburn (NSW),10106,8314,1,151.033421,2.1,None,-33.849322
Fifield,11514,33,0.8,147.458805,2,None,-32.807977
Wootton,14417,57,0.4,152.279476,1.4,None,-32.325336
Kurmond,12215,241,1,150.701116,2.1,None,-33.549452
Narrandera,12906,1064,0.6,146.55696,1.9,None,-34.744609
Bowraville,10537,278,0.7,152.854557,2,None,-30.6419
Crescent Head,11114,401,0.6,152.9768,1.8,None,-31.189517
Bayview (NSW),10237,933,0.6,151.298945,1.8,None,-33.66445
Byabarra,10727,86,0.8,152.528239,1.8,None,-31.53435
Potts Point,13256,1305,0.1,151.225603,1.3,None,-33.869026
Crabbes Creek,11102,74,0.7,153.496802,1.8,None,-28.45672
Raymond Terrace,13327,3349,0.8,151.776788,1.9,None,-32.760671
Reedy Creek (NSW),13342,48,0.9,149.993111,1.7,None,-32.729382
Holbrook,11920,428,0.6,147.309788,1.9,None,-35.729414
Wallabadah,14098,106,0.6,150.758768,1.9,None,-31.523266
Karuah,12076,378,0.6,151.792437,2,None,-32.195999
Boxers Creek,10541,63,0.7,149.839,1.8,None,-34.7712
Homeleigh,11931,33,0.3,153.070883,1.6,None,-28.553193
Padstow Heights,13121,921,0.8,151.030955,1.9,None,-33.971073
Trunkey Creek,13942,30,0.5,149.363007,1.8,None,-33.824738
Far Meadow,11488,61,0.6,150.720449,1.7,None,-34.822063
Muswellbrook,12868,3040,0.8,150.888821,1.9,None,-32.263323
Merrylands West,12589,1609,0.9,150.972036,2,None,-33.832864
Berrara,10313,89,0.6,150.550411,1.7,None,-35.205582
Belmore,10279,3290,0.9,152.967558,1.9,None,-31.072166
Tabulam,13723,117,0.5,152.568553,1.9,None,-28.887198
Bellata,10266,83,0.9,149.790978,2.4,None,-29.919624
Balmoral (Lake Macquarie - NSW),10166,212,0.8,151.5803,1.8,None,-33.0463
Duranbah,11331,60,0.6,153.518474,1.9,None,-28.307575
Good Hope,11700,40,0.8,148.838622,1.9,None,-34.896682
Watanobbi,14181,1034,0.9,151.431783,1.8,None,-33.269072
Greystanes,11781,6268,1,150.951452,1.9,None,-33.829667
Pennant Hills,13183,1984,0.9,151.039113,1.9,None,-33.753676
Merrylands,12588,7279,1,150.972036,2,None,-33.832864
Warrawee,14165,841,1,151.126134,1.9,None,-33.722839
Lithgow,12347,1285,0.5,147.334074,1.7,None,-35.169517
Ryde,13454,7113,0.7,151.088724,1.7,None,-33.807712
Foxground,11558,44,0.5,150.768404,2.1,None,-34.727084
Lane Cove,12266,2890,0.6,151.153281,1.7,None,-33.806246
Mulloon,12827,42,0.7,149.612194,1.6,None,-35.26821
Tuntable Creek,13971,50,0.5,153.266854,1.7,None,-28.629651
Cardiff South,10811,784,0.8,151.661447,1.7,None,-32.957742
Milsons Point,12629,609,0.3,151.211568,1.4,None,-33.847526
Estella,11444,527,0.8,148.829275,2,None,-32.294635
Byron Bay,10733,1016,0.4,153.612224,1.6,None,-28.643387
Bonnyrigg,10471,2265,1.2,150.868448,1.9,None,-33.892667
Federal (NSW),11499,185,0.7,153.4526,1.7,None,-28.6592
Byrrill Creek,10734,37,0.7,153.226866,1.6,None,-28.442628
Annandale (NSW),10061,2244,0.6,151.170681,1.7,None,-33.881435
Orchard Hills,13095,505,1.1,150.716312,2,None,-33.779331
Lyndhurst (Blayney - NSW),12426,102,0.6,148.9868,1.8,None,-33.6864
Whian Whian,14272,38,0.6,153.316231,2,None,-28.635197
The Ponds,13835,3220,1.2,150.753104,1.9,None,-34.054326
Nobbys Creek,12968,80,0.6,153.34435,1.6,None,-28.312013
Penrith,13184,3218,0.6,151.280352,1.7,None,-33.732127
Bexley North,10335,1119,0.8,151.114186,1.8,None,-33.938306
Eugowra,11454,215,0.6,148.37165,1.9,None,-33.427107
Taylors Beach (NSW),13777,40,0.6,152.05635,1.5,None,-32.737002
Elderslie (Camden - NSW),11391,1658,1,150.7151,1.9,None,-34.0577
Piambong,13197,43,0.5,149.455131,1.6,None,-32.520454
Kensington (NSW),12099,2616,0.5,151.219017,1.7,None,-33.912997
Strathfield South,13676,956,1,151.082992,1.8,None,-33.891711
Barden Ridge,10193,1156,1.4,151.005396,2.1,None,-34.032851
Barellan,10197,135,0.8,146.571256,2,None,-34.28434
Cabramatta West,10741,1850,1.1,150.917514,1.9,None,-33.899136
Macmasters Beach,12432,382,0.8,151.416479,1.9,None,-33.492821
Mollymook Beach,12670,730,0.5,150.471836,1.8,None,-35.329662
Sawtell,13498,1001,0.6,153.099627,1.8,None,-30.369899
Dangarsleigh,11200,42,0.8,151.677892,2.1,None,-30.614162
Menangle,12568,304,0.7,150.749149,1.8,None,-34.108654
Tooraweenah,13911,66,0.5,148.910428,1.6,None,-31.439404
East Ryde,11361,696,1.1,151.140289,1.9,None,-33.813769
Magenta (NSW),12441,70,0.4,151.519517,2,None,-33.313335
Bundanoon (NSW),10670,763,0.5,150.321575,1.9,None,-34.632598
Nelson (The Hills Shire - NSW),12922,127,0.8,150.9233,1.9,None,-33.6446
Sandgate (NSW),13474,39,0.5,151.708214,1.6,None,-32.867845
East Wagga Wagga,11364,64,0.5,147.382993,1.6,None,-35.120886
Eden Creek,11376,47,0.3,152.90534,1.3,None,-28.544552
Avoca (NSW),10113,59,0.8,150.479323,2.1,None,-34.613522
Coogee (NSW),11015,3542,0.5,151.256089,1.6,None,-33.931293
North Shore (NSW),13006,90,0.7,152.901853,1.7,None,-31.402369
Perthville,13189,161,0.8,149.54698,1.7,None,-33.4859
Blue Haven,10415,1734,1,151.492751,2,None,-33.207351
Horsley,11942,2310,1.1,150.766762,1.9,None,-34.489605
Tweed Heads West,13986,1571,0.5,153.505049,1.6,None,-28.195403
Mays Hill,12538,181,1,150.990511,1.9,None,-33.82066
Pomona (NSW),13240,43,0.7,141.894926,2,None,-34.020625
Clothiers Creek,10936,73,0.8,153.491516,1.8,None,-28.331143
Hexham (NSW),11898,31,0.4,151.685483,1.3,None,-32.830649
Kingswood (Tamworth Regional - NSW),12164,292,0.9,152.9686,1.9,None,-27.066
Tocumwal,13886,710,0.5,145.567389,1.9,None,-35.812107
Killcare Heights,12134,220,0.7,151.370994,1.8,None,-33.52257
Gerogery,11605,155,0.8,146.994255,1.9,None,-35.834294
Urila,14059,29,0.9,149.311818,1.9,None,-35.588233
Fern Bay,11501,803,0.5,151.810346,1.8,None,-32.854436
Eastwood (NSW),11369,4700,0.7,151.080914,1.7,None,-33.789986
Bensville,10297,728,1.1,151.381089,2,None,-33.498579
Lucknow (NSW),12418,81,0.8,149.161068,1.7,None,-33.345662
Nemingha,12926,184,0.7,150.990412,1.9,None,-31.123654
Wollongbar,14357,821,0.8,153.421078,1.8,None,-28.827962
Balranald,10168,348,0.6,144.0717,1.9,None,-34.0414
Beryl,10327,34,0.7,149.437976,1.5,None,-32.351413
Talofa,13739,30,0.8,153.55987,1.5,None,-28.674223
Abercrombie,10004,310,1,149.332781,1.9,None,-33.911806
Laurieton,12283,539,0.3,152.798179,1.6,None,-31.650229
Loftville,12372,35,0.3,153.26343,1.6,None,-28.839721
Copacabana,11056,763,1,151.430558,1.9,None,-33.48994
Haywards Bay,11880,288,1.2,150.787364,2,None,-34.540289
Upper Kangaroo River,14030,34,0.3,150.60052,1.6,None,-34.686553
Doubtful Creek,11282,37,0.6,152.915051,1.7,None,-28.748597
Grafton,11733,2512,0.6,152.934605,1.9,None,-29.703242
Tooleybuc,13902,69,0.6,143.338275,2.1,None,-35.027891
Oxley Vale,13111,948,0.8,150.900142,1.9,None,-31.06203
Brookvale,10601,849,0.5,151.273824,1.6,None,-33.766629
Plumpton (NSW),13230,2333,1.3,150.841204,2,None,-33.751432
Farmborough Heights,11491,1178,1,150.819944,1.9,None,-34.454004
Adelong,10018,253,0.6,148.063682,1.8,None,-35.307947
Auburn Vale,10107,36,0.5,151.041719,1.8,None,-29.83895
Baulkham Hills,10233,10451,1,150.992887,1.8,None,-33.758601
Paynes Crossing,13163,18,0.1,151.102746,1,None,-32.885782
Bedgerabong,10247,39,0.9,147.1951,2.1,None,-36.1761
Blackbutt (NSW),10391,946,0.9,150.834695,1.8,None,-34.56896
Weethalle,14215,69,0.7,146.625969,2,None,-33.875402
Kentucky,12102,40,0.8,151.440954,2,None,-30.803987
Booker Bay,10477,365,0.4,151.34478,1.7,None,-33.511566
Maclean,12431,665,0.5,153.196869,1.7,None,-29.457963
Wareemba,14148,431,0.8,151.130728,1.7,None,-33.856828
Anna Bay,10060,995,0.7,152.083274,1.8,None,-32.776919
Milperra,12625,1101,1,150.989263,1.9,None,-33.937834
Acacia Gardens,10014,1070,1.2,150.906502,1.8,None,-33.730077
McDougalls Hill,12541,40,0.4,151.152271,1.9,None,-32.551514
Wards River,14147,51,0.4,151.935901,1.4,None,-32.223467
Chittaway Bay,10911,560,0.9,151.429428,1.8,None,-33.32776
Fairy Meadow,11484,1852,0.6,150.891874,1.7,None,-34.399879
Londonderry (NSW),12375,1001,1.1,150.73698,2,None,-33.645188
Spring Flat,13613,56,0.7,149.606908,2.5,None,-32.638843
Barmedman,10202,122,0.7,147.406754,2,None,-34.184676
Yarramalong,14475,93,0.8,151.277495,1.8,None,-33.222529
Delungra,11234,174,0.7,150.830948,1.9,None,-29.652485
Bannister (NSW),10183,33,0.7,149.490386,2,None,-34.595404
Gilead,11617,90,0.1,150.761815,1.6,None,-34.107035
Sutton Forest,13703,128,0.6,150.321036,1.7,None,-34.568289
Kurnell,12216,596,1,151.204879,2,None,-34.008487
Austral,10109,682,1,152.937797,2.1,None,-31.021949
Portland (NSW),13250,615,0.7,149.98227,1.9,None,-33.353124
Bethungra,10328,48,0.6,147.852565,1.7,None,-34.762894
Woodview,14397,39,0.6,152.950742,1.7,None,-28.86062
Running Stream,13441,32,0.6,149.911201,1.6,None,-33.02011
Leonay,12304,724,1,150.652318,1.9,None,-33.759156
Timbumburi,13870,40,0.7,150.917132,1.9,None,-31.203391
Tarana,13760,43,0.5,149.908189,1.8,None,-33.526572
Lawrence (NSW),12288,295,0.5,153.105535,1.9,None,-29.496729
Summerland Point,13690,712,0.7,151.565431,1.9,None,-33.139085
Kings Park (NSW),12150,978,1,150.904598,1.8,None,-33.745736
Berry Park,10325,35,0.5,151.650248,1.2,None,-32.755266
Green Point (Mid-Coast - NSW),11755,159,0.5,152.5178,1.6,None,-32.2485
Karangi,12072,150,1,153.048256,2.1,None,-30.254449
Wamberal,14122,1784,1,151.446193,2,None,-33.418298
Kellyville Ridge,12089,2759,1.3,150.92865,2,None,-33.700104
Heddon Greta,11888,595,1,151.509565,1.8,None,-32.804507
Quakers Hill,13286,7450,1.1,150.881177,1.9,None,-33.728356
Balmain East,10165,524,0.5,151.190598,1.8,None,-33.857833
Glen William,11654,38,0.7,151.79757,1.7,None,-32.521508
Mona Vale,12672,2899,0.8,151.300316,1.9,None,-33.67707
Yarrahapinni,14474,59,0.4,152.942535,1.7,None,-30.837327
Oakville,13060,556,1.1,150.862154,2.1,None,-33.622562
Wattle Flat (NSW),14191,68,0.4,149.693813,1.5,None,-33.140507
Port Hacking,13244,312,1.1,151.122449,2,None,-34.067503
Bass Hill,10224,2236,1.2,150.992888,2.2,None,-33.900608
Blacksmiths,10396,510,0.7,151.652305,1.8,None,-33.077161
Breeza,10561,47,0.6,150.457901,1.4,None,-31.244175
Paxton,13162,239,0.9,151.279669,1.9,None,-32.902045
Leeton,12293,2175,0.7,146.406444,1.9,None,-34.5522
Horningsea Park,11935,956,1.5,150.842975,2.1,None,-33.945088
Macksville,12430,655,0.6,152.921564,1.9,None,-30.70403
Tottenham (NSW),13923,109,0.4,147.356028,1.7,None,-32.244042
Kingsvale,12161,56,0.7,148.363624,2.2,None,-34.457564
South Durras,13580,81,0.5,150.295026,2,None,-35.650988
Lake Conjola,12244,136,0.3,150.492742,1.5,None,-35.269291
Carrington (Newcastle - NSW),10830,465,0.4,139.6178,1.6,None,-17.1007
Surf Beach (NSW),13697,514,0.5,150.21013,1.7,None,-35.761341
Palm Grove (NSW),13133,31,0.3,151.311454,1,None,-33.326275
Elizabeth Bay,11395,1044,0.1,151.226593,1.4,None,-33.872829
Dalton,11194,51,0.7,149.181024,2.1,None,-34.72191
Wayo,14204,29,0.2,149.628076,2,None,-34.60171
New Italy,12941,44,0.6,153.287828,1.8,None,-29.150297
Bombay,10456,28,1,149.666636,2.2,None,-35.436417
Willow Vale (Wingecarribee - NSW),14307,198,0.8,150.4716,2,None,-34.4321
Grattai,11741,82,0.6,149.482995,1.9,None,-32.654782
Merriwagga,12586,26,0.9,145.622346,2.4,None,-33.820291
Lambs Valley (Singleton - NSW),12263,96,0.9,152.3054,1.8,None,-25.2694
Chain Valley Bay,10880,707,0.5,151.580195,1.8,None,-33.174102
Marsfield,12506,3165,0.5,151.094241,1.6,None,-33.783971
Vineyard,14076,262,0.7,150.8521,2,None,-33.6416
Worrowing Heights,14424,127,0.1,150.639373,1.5,None,-35.065515
Maraylya,12484,326,1.1,150.90695,2.1,None,-33.58198
Beverley Park,10330,653,0.9,151.131345,1.8,None,-33.975135
Hinton,11916,129,0.9,151.651388,1.9,None,-32.716588
Narellan,12896,1015,0.9,150.74408,1.9,None,-34.055271
Bridgman,10567,62,1,151.151748,1.8,None,-32.437932
Georges Hall,11601,2328,1.2,150.982469,2.1,None,-33.912851
St Fillans,13634,70,0.8,149.632641,1.9,None,-32.468156
Bexhill,10333,143,0.7,153.346496,1.6,None,-28.762689
Lower Boro,12402,51,0.5,149.7752,1.8,None,-35.1372
East Gresford,11350,80,0.8,151.553227,2,None,-32.428616
Tarraganda,13768,99,0.7,149.866664,1.8,None,-36.667587
Collie (NSW),10975,56,0.5,148.30349,1.7,None,-31.667727
Kangy Angy,12064,83,0.6,151.395063,1.8,None,-33.322397
Wyong,14446,1070,0.6,151.49038,1.8,None,-33.274859
Gurley,11817,59,0.5,149.79988,1.7,None,-29.735601
Mascot,12519,3704,0.5,151.19431,1.6,None,-33.931189
Grabben Gullen,11731,55,0.6,149.410916,1.8,None,-34.545474
Harrington Park,11859,2885,1.3,150.742232,2.1,None,-34.023239
Albion Park,10025,3674,1,150.79575,1.9,None,-34.560838
Mount Annan,12745,3232,1.2,150.764158,2,None,-34.054864
Lade Vale,12232,36,0.8,149.139454,2.2,None,-34.84439
Eastlakes,11368,1733,0.7,151.213199,1.7,None,-33.925133
Harden,11851,528,0.6,148.369635,2,None,-34.555033
Louth Park,12395,170,1.3,151.55845,2.1,None,-32.752138
