city,code,People,lon,Median age,Female,lat,Male
Lake Conjola,12244,437,150.492742,61,0.466,-35.269291,0.534
Carrington (Newcastle - NSW),10830,1929,139.6178,35,0.492,-17.1007,0.508
Surf Beach (NSW),13697,1874,150.21013,53,0.529,-35.761341,0.471
Palm Grove (NSW),13133,106,151.311454,56,0.449,-33.326275,0.551
Elizabeth Bay,11395,5215,151.226593,41,0.496,-33.872829,0.504
Dalton,11194,195,149.181024,49,0.492,-34.72191,0.508
Wayo,14204,119,149.628076,52,0.456,-34.60171,0.544
New Italy,12941,187,153.287828,47,0.453,-29.150297,0.547
Bombay,10456,117,149.666636,44,0.475,-35.436417,0.525
Willow Vale (Wingecarribee - NSW),14307,717,150.4716,46,0.491,-34.4321,0.509
Grattai,11741,320,149.482995,46,0.462,-32.654782,0.538
Merriwagga,12586,107,145.622346,43,0.458,-33.820291,0.542
Lambs Valley (Singleton - NSW),12263,367,152.3054,42,0.515,-25.2694,0.485
Chain Valley Bay,10880,2459,151.580195,56,0.518,-33.174102,0.482
Marsfield,12506,13297,151.094241,35,0.523,-33.783971,0.477
Vineyard,14076,1166,150.8521,46,0.504,-33.6416,0.496
Worrowing Heights,14424,506,150.639373,77,0.562,-35.065515,0.438
Maraylya,12484,1244,150.90695,40,0.496,-33.58198,0.504
Beverley Park,10330,2393,151.131345,39,0.499,-33.975135,0.501
Hinton,11916,448,151.651388,44,0.485,-32.716588,0.515
Narellan,12896,3616,150.74408,37,0.517,-34.055271,0.483
Bridgman,10567,200,151.151748,36,0.478,-32.437932,0.522
Georges Hall,11601,9038,150.982469,37,0.515,-33.912851,0.485
St Fillans,13634,239,149.632641,47,0.479,-32.468156,0.521
Bexhill,10333,495,153.346496,42,0.513,-28.762689,0.487
Lower Boro,12402,176,149.7752,50,0.446,-35.1372,0.554
East Gresford,11350,306,151.553227,36,0.498,-32.428616,0.502
Tarraganda,13768,334,149.866664,50,0.516,-36.667587,0.484
Collie (NSW),10975,194,148.30349,39,0.462,-31.667727,0.538
Kangy Angy,12064,306,151.395063,47,0.476,-33.322397,0.524
Wyong,14446,4326,151.49038,45,0.507,-33.274859,0.493
Gurley,11817,236,149.79988,43,0.455,-29.735601,0.545
Mascot,12519,14772,151.19431,32,0.497,-33.931189,0.503
Grabben Gullen,11731,253,149.410916,48,0.475,-34.545474,0.525
Harrington Park,11859,10663,150.742232,33,0.51,-34.023239,0.49
Albion Park,10025,13316,150.79575,35,0.518,-34.560838,0.482
Mount Annan,12745,11703,150.764158,33,0.512,-34.054864,0.488
Lade Vale,12232,128,149.139454,48,0.481,-34.84439,0.519
Eastlakes,11368,6912,151.213199,36,0.5,-33.925133,0.5
Harden,11851,2030,148.369635,50,0.532,-34.555033,0.468
Louth Park,12395,654,151.55845,38,0.472,-32.752138,0.528
Upper Manilla,14037,124,150.632502,46,0.496,-30.565763,0.504
Killabakh,12128,274,152.399887,49,0.506,-31.735516,0.494
Mardi,12488,3684,151.404775,37,0.517,-33.28342,0.483
Kingsgrove,12158,12446,151.098941,40,0.512,-33.939481,0.488
Middleton Grange,12607,5177,150.843547,30,0.505,-33.914093,0.495
Currawang,11177,182,149.476481,42,0.497,-34.984542,0.503
Whitton,14280,496,146.185556,42,0.476,-34.517992,0.524
Gilmore (NSW),11626,177,148.163783,45,0.448,-35.328188,0.552
Mendooran,12570,559,149.118008,48,0.482,-31.822488,0.518
Gillieston Heights,11624,3150,151.527365,29,0.505,-32.766353,0.495
Eviron,11472,194,153.495268,43,0.515,-28.31156,0.485
Wedderburn (NSW),14209,633,150.812698,40,0.481,-34.127555,0.519
Woonona,14416,12187,150.914167,41,0.52,-34.34915,0.48
Tumbarumba,13961,1862,148.012861,46,0.508,-35.777459,0.492
Burraneer,10705,3584,151.137171,43,0.508,-34.065063,0.492
Ramsgate,13309,1114,151.1483,43,0.514,-33.981114,0.486
Delegate,11233,351,148.941735,54,0.466,-37.044028,0.534
Ettrick (NSW),11448,134,152.921436,42,0.541,-28.665037,0.459
Mountain View (NSW),12808,186,152.935547,40,0.544,-29.608511,0.456
Couridjah,11093,303,150.547569,39,0.493,-34.234218,0.507
Euabalong,11449,188,146.393986,38,0.447,-33.055677,0.553
Greenethorpe,11760,240,148.395001,51,0.492,-34.041955,0.508
Jerrabomberra,12016,9508,149.199053,36,0.499,-35.384458,0.501
Bundagen,10669,135,153.033099,50,0.447,-30.422303,0.553
Harwood,11865,291,153.240867,49,0.481,-29.418833,0.519
Mulgoa,12814,1898,150.683371,41,0.499,-33.838167,0.501
Ashby (NSW),10094,326,153.187448,58,0.511,-29.423925,0.489
Hermidale,11894,137,146.689584,40,0.438,-31.638848,0.562
Lovedale,12396,485,151.384846,48,0.492,-32.772453,0.508
Seaforth (NSW),13509,7139,151.251146,40,0.518,-33.797106,0.482
Cheltenham (NSW),10896,2243,151.079364,43,0.526,-33.76169,0.474
Dangar Island,11199,303,151.241762,50,0.542,-33.539357,0.458
Upper Orara,14041,814,153.00951,45,0.489,-30.284822,0.511
East Seaham,11362,324,151.741458,40,0.52,-32.665424,0.48
Balgowlah,10153,7961,151.251721,39,0.519,-33.787074,0.481
Kosciuszko National Park,12199,574,148.4787,36,0.392,-36.3049,0.608
Casino,10843,10914,153.062954,42,0.519,-28.7912,0.481
Craven,11107,115,151.775719,54,0.426,-31.878916,0.574
Ebor,11372,166,152.352083,51,0.463,-30.398818,0.537
Merriwa (NSW),12585,1761,150.355719,44,0.507,-32.139419,0.493
Elanora Heights,11389,4357,151.280156,40,0.507,-33.695015,0.493
Upper Burringbar,14015,279,153.432836,46,0.449,-28.44671,0.551
Avondale (NSW),10116,1653,150.733774,42,0.511,-34.514177,0.489
Callala Beach,10758,803,150.696524,53,0.493,-35.009084,0.507
Woodcroft (NSW),14381,6440,150.879666,35,0.509,-33.754986,0.491
Coopers Gully,11048,166,149.795722,44,0.479,-36.649434,0.521
Gerringong,11606,3966,150.827497,45,0.523,-34.745549,0.477
Dondingalong,11272,664,152.737797,51,0.497,-31.09994,0.503
Denham Court,11235,1981,150.844653,35,0.461,-33.990081,0.539
Westleigh,14260,4456,151.072836,43,0.51,-33.711956,0.49
Menindee,12571,551,142.417613,45,0.467,-32.392053,0.533
North Ryde,13005,10860,151.124355,40,0.508,-33.79677,0.492
Forbes (NSW),11536,8432,148.007905,42,0.504,-33.385343,0.496
Windale,14315,3358,151.681053,38,0.528,-32.997694,0.472
Burwood Heights,10719,989,151.103412,38,0.553,-33.888328,0.447
Reserve Creek,13353,126,153.484093,46,0.473,-28.354608,0.527
Stuarts Point,13681,766,152.993983,53,0.492,-30.821108,0.508
Coolgardie (NSW),11031,124,153.456093,54,0.492,-28.91858,0.508
Conjola,11011,148,150.492742,50,0.5,-35.269291,0.5
Cope,11057,128,149.619773,37,0.472,-32.303181,0.528
Riverwood,13371,12103,151.052469,39,0.508,-33.949859,0.492
Pelican (NSW),13178,881,151.649587,47,0.507,-33.078506,0.493
Come By Chance,10993,125,148.467361,38,0.5,-30.361591,0.5
Broadmeadow,10578,1592,151.737829,35,0.499,-32.924165,0.501
Tallong,13733,813,150.083071,48,0.468,-34.718548,0.532
Shannon Vale,13526,152,151.822956,56,0.49,-29.731641,0.51
Wells Crossing,14223,163,153.059881,44,0.479,-29.892279,0.521
Fairfield Heights,11479,7517,150.938451,35,0.513,-33.864603,0.487
South Wolumla,13602,174,149.750881,44,0.511,-36.821939,0.489
Colinton (NSW),10968,127,149.158071,43,0.508,-35.861015,0.492
Colo Vale,10985,1618,150.487969,39,0.501,-34.400134,0.499
Greenleigh,11767,684,149.255909,48,0.496,-35.349539,0.504
Girvan,11637,162,152.068465,50,0.46,-32.467867,0.54
Stroud Road,13679,230,151.929068,47,0.482,-32.344759,0.518
Parkes (NSW),13151,11408,148.174166,39,0.516,-33.138326,0.484
Blaxlands Creek,10408,124,152.847314,54,0.483,-29.859271,0.517
Riverstone,13368,7247,150.861595,34,0.5,-33.679382,0.5
Kyle Bay,12227,1035,151.098301,43,0.506,-33.991238,0.494
Waterloo (NSW),14183,14616,151.206144,32,0.477,-33.9004,0.523
Doonside,11275,13451,150.86929,35,0.508,-33.765071,0.492
Port Kembla,13245,5014,150.901651,43,0.491,-34.479473,0.509
Ellis Lane,11405,857,150.672006,41,0.488,-34.040061,0.512
Frenchs Forest,11568,13473,151.245461,40,0.504,-33.751488,0.496
Halfway Creek,11831,256,153.114128,40,0.475,-29.948486,0.525
Hebersham,11886,5685,150.822682,32,0.507,-33.743504,0.493
Casuarina (NSW),10851,2678,153.571274,36,0.502,-28.296652,0.498
Clergate,10929,210,149.110963,37,0.51,-33.191476,0.49
Koonawarra,12187,3667,150.807052,35,0.514,-34.502196,0.486
Congo,11008,245,150.153669,46,0.484,-35.956185,0.516
Thurgoona,13856,8656,146.989961,32,0.514,-36.044475,0.486
Hoxton Park,11951,4355,150.857888,32,0.507,-33.92678,0.493
Segenhoe,13517,227,150.918335,32,0.489,-32.128983,0.511
Glen Davis,11646,115,150.147648,50,0.482,-33.134333,0.518
Tarro,13771,1645,151.668182,45,0.522,-32.808847,0.478
Budgee Budgee (NSW),10641,194,149.676562,46,0.52,-32.543565,0.48
Stroud,13677,938,151.966607,46,0.536,-32.402364,0.464
Woolwich,14412,814,151.172535,51,0.531,-33.838393,0.469
Daruka,11218,783,150.962594,43,0.513,-31.035042,0.487
New Park,12945,147,152.991128,49,0.48,-28.607163,0.52
Greenwich,11770,5613,149.906755,39,0.52,-34.625181,0.48
Kalang,12050,266,152.774243,47,0.472,-30.508285,0.528
Box Hill (NSW),10539,902,150.904697,42,0.49,-33.639115,0.51
Boggabri,10442,1130,150.042508,41,0.495,-30.704728,0.505
Arakoon,10069,420,153.066955,56,0.472,-30.888231,0.528
Wilberforce (NSW),14288,3007,150.847506,40,0.493,-33.558179,0.507
Earlwood,11343,17741,151.12648,42,0.507,-33.92651,0.493
Berkeley,10303,7605,150.844147,39,0.513,-34.481408,0.487
Chillingham,10904,232,153.277703,50,0.496,-28.31412,0.504
Turvey Park,13983,3329,147.35864,35,0.525,-35.131926,0.475
High Range,11900,394,150.297876,44,0.512,-34.373716,0.488
Smithfield (NSW),13559,11972,150.940431,37,0.505,-33.853546,0.495
Hillvue,11914,6391,150.917009,41,0.516,-31.118432,0.484
Rouchel,13422,147,151.090225,43,0.497,-32.123533,0.503
Ardlethan,10076,519,146.903401,54,0.493,-34.357355,0.507
Wamboin,14123,1708,148.660146,44,0.499,-31.713914,0.501
West Wyalong,14256,3141,147.205201,42,0.518,-33.923496,0.482
Cabramatta,10740,21783,150.917514,36,0.512,-33.899136,0.488
Oran Park,13091,4765,150.723908,29,0.509,-34.006941,0.491
Alexandria,10030,8262,151.195567,33,0.49,-33.897571,0.51
Dungog,11320,2025,151.137258,51,0.518,-33.891712,0.482
Northwood (NSW),13024,982,151.177751,45,0.492,-33.829732,0.508
Regents Park (NSW),13345,4926,151.023796,35,0.499,-33.883928,0.501
Koolewong,12185,871,151.31816,46,0.496,-33.46632,0.504
Windradyne,14324,2936,149.550561,37,0.532,-33.408309,0.468
Euchareena,11452,197,149.067204,39,0.508,-32.939006,0.492
Kellys Plains,12087,157,151.633136,44,0.549,-30.554866,0.451
Wallendbeen,14113,260,148.16016,52,0.502,-34.524319,0.498
Kirribilli,12173,3820,151.212705,40,0.525,-33.846275,0.475
Wallaroo (NSW),14112,707,149.005727,44,0.518,-35.149733,0.482
Burradoo,10701,2645,150.404854,59,0.527,-34.506395,0.473
Cudgen,11143,857,153.55721,41,0.508,-28.2628,0.492
Swansea (NSW),13711,5058,151.637046,52,0.51,-33.089429,0.49
Berridale,10316,1197,148.830045,44,0.48,-36.36953,0.52
Macquarie Park,12437,8144,151.134041,29,0.52,-33.779795,0.48
Laggan,12235,358,149.541447,47,0.472,-34.384409,0.528
Castle Hill (NSW),10847,39594,151.005616,40,0.516,-33.732307,0.484
Chittaway Point,10912,941,151.463661,41,0.506,-33.326616,0.494
Wyalong,14431,654,147.243019,43,0.489,-33.925882,0.511
Tygalgah,13996,126,153.410299,35,0.476,-28.311571,0.524
Sylvania,13717,10479,151.115847,44,0.528,-34.019802,0.472
Belmore River,10280,269,152.967558,43,0.502,-31.072166,0.498
Yorklea,14517,409,153.060771,45,0.486,-28.946286,0.514
Skennars Head,13554,1158,153.606411,48,0.487,-28.826941,0.513
Wentworth Falls,14226,6076,150.376454,50,0.525,-33.709836,0.475
Tura Beach,13973,3158,149.917714,57,0.528,-36.86533,0.472
Beecroft,10249,9396,150.79864,43,0.526,-35.007431,0.474
Daleys Point,11189,681,151.348181,62,0.539,-33.50569,0.461
Cambewarra Village,10764,1189,150.559835,39,0.503,-34.82309,0.497
Marrangaroo,12502,909,150.106225,36,0.256,-33.428678,0.744
Tahmoor,13727,5067,150.593447,37,0.515,-34.22291,0.485
Garthowen,11593,150,149.622184,45,0.49,-33.596772,0.51
Stanwell Park,13653,1410,150.986148,42,0.484,-34.226019,0.516
Culcairn,11147,1473,147.03717,42,0.484,-35.667766,0.516
Cabarita (NSW),10736,1957,151.113765,48,0.51,-33.849081,0.49
Seelands,13515,420,152.913819,50,0.484,-29.615101,0.516
Tanilba Bay,13748,3156,152.002389,47,0.513,-32.732589,0.487
Bonalbo,10463,371,152.596341,56,0.491,-28.653951,0.509
Smiths Lake,13563,1235,152.501878,46,0.497,-32.382379,0.503
Mortdale,12728,10419,151.075391,37,0.516,-33.972239,0.484
Buckaroo,10630,128,149.63106,49,0.477,-32.559654,0.523
Springwood (NSW),13629,8475,150.55875,46,0.536,-33.700645,0.464
Winmalee,14334,6202,150.61911,40,0.517,-33.673276,0.483
McGraths Hill,12542,2552,150.840222,34,0.495,-33.613435,0.505
South Maitland,13591,471,151.566213,44,0.477,-32.742294,0.523
Green Valley (NSW),11756,12516,150.86636,33,0.51,-33.903526,0.49
Razorback,13328,1082,149.81923,40,0.483,-33.033803,0.517
Glenquarry,11674,222,150.490532,44,0.518,-34.522941,0.482
Long Jetty,12378,6390,151.484178,43,0.521,-33.359163,0.479
Sherwood (Kempsey - NSW),13537,144,152.7121,51,0.49,-31.0677,0.51
McKees Hill,12543,354,153.19628,40,0.503,-28.880798,0.497
Burrangong,10706,237,148.268425,45,0.528,-34.287811,0.472
Condong,11003,308,153.433785,45,0.466,-28.316754,0.534
Edgeworth,11381,6207,151.622249,40,0.517,-32.923766,0.483
Halekulani,11830,2538,151.550635,48,0.519,-33.223484,0.481
Condell Park,11001,11574,151.011619,33,0.501,-33.922034,0.499
Megan,12558,149,152.787387,54,0.49,-30.286954,0.51
Wagstaffe,14084,222,151.342598,54,0.5,-33.523185,0.5
Erowal Bay,11436,623,150.646501,47,0.477,-35.084367,0.523
Walgett,14096,2145,148.116684,33,0.494,-30.021558,0.506
Hurlstone Park,11963,4692,151.13224,42,0.521,-33.909964,0.479
Leeville,12295,247,152.97788,41,0.498,-28.947743,0.502
Wadalba,14080,2831,151.465618,33,0.506,-33.273033,0.494
Medlow Bath,12553,611,150.280742,47,0.508,-33.672526,0.492
Rydalmere,13453,6642,151.034464,37,0.505,-33.811244,0.495
Walbundrie,14092,149,146.72127,43,0.483,-35.690162,0.517
Junction Hill,12045,1370,152.925803,49,0.501,-29.64137,0.499
Goulburn,11725,22419,149.748917,40,0.5,-34.747561,0.5
Nords Wharf,12975,886,151.603972,44,0.481,-33.135175,0.519
Urana,14052,384,146.265684,52,0.455,-35.329447,0.545
Vincentia,14075,3290,150.675178,50,0.52,-35.069537,0.48
Stony Creek (Bega Valley - NSW),13668,143,149.802,46,0.518,-36.6173,0.482
Little Billabong,12350,110,147.529705,42,0.519,-35.587981,0.481
St Leonards (NSW),13642,5495,151.195504,33,0.504,-33.823248,0.496
Marayong,12485,7706,150.898338,36,0.506,-33.746168,0.494
Bombala,10455,1387,149.242198,45,0.496,-36.909544,0.504
Windermere Park,14321,696,151.531184,36,0.512,-33.115951,0.488
Broulee,10608,1717,150.174616,51,0.532,-35.854996,0.468
Normanhurst,12976,5290,151.097331,40,0.521,-33.720999,0.479
Fennell Bay,11500,1613,151.600093,47,0.515,-32.992104,0.485
Empire Vale,11416,173,153.503369,46,0.425,-28.915582,0.575
Bostobrick,10516,136,152.627919,44,0.464,-30.277198,0.536
Dubbo,11296,38943,148.593099,36,0.519,-32.247975,0.481
Woy Woy Bay,14426,419,151.312108,49,0.478,-33.484478,0.522
Dobies Bight,11262,133,152.943494,49,0.398,-28.809447,0.602
Mount Lewis,12774,1195,151.047838,35,0.519,-33.917157,0.481
Roseville Chase,13413,1616,151.195195,42,0.498,-33.778902,0.502
Berowra Waters,10311,120,151.11837,56,0.492,-33.601653,0.508
Bidwill (NSW),10340,4280,150.822765,29,0.534,-33.73024,0.466
Silverdale (NSW),13544,3682,150.580102,36,0.482,-33.942212,0.518
Milton (NSW),12630,1663,150.434525,55,0.536,-35.315085,0.464
Old Toongabbie,13081,3133,150.974108,38,0.505,-33.792713,0.495
Wadeville,14082,170,153.141396,55,0.437,-28.559602,0.563
Claremont Meadows,10918,4776,150.752791,31,0.506,-33.770438,0.494
Coolatai,11028,121,150.734491,43,0.464,-29.268259,0.536
Kings Langley,12149,9353,150.922711,39,0.502,-33.742079,0.498
Tooma,13906,104,148.052595,43,0.458,-35.97108,0.542
Homebush (NSW),11929,7007,151.081847,31,0.467,-33.859654,0.533
Ourimbah,13103,3951,151.36965,37,0.507,-33.359703,0.493
Primrose Valley,13265,146,149.362232,40,0.486,-35.470922,0.514
Laguna,12237,216,151.127788,54,0.475,-32.994585,0.525
Wilsons Creek,14310,452,153.426779,46,0.479,-28.571576,0.521
Hurstville Grove,11965,2663,151.091136,40,0.504,-33.980653,0.496
Nelsons Plains,12924,362,151.710584,41,0.527,-32.702329,0.473
Loomberah,12386,509,151.051391,42,0.479,-31.225388,0.521
Mount George (NSW),12761,288,152.181488,47,0.443,-31.884445,0.557
Riverside (NSW),13367,322,152.868521,52,0.494,-31.413952,0.506
Werrington County,14236,3645,150.751155,36,0.502,-33.747939,0.498
Barrington (NSW),10216,361,151.910491,56,0.504,-31.973631,0.496
Palm Beach (NSW),13132,1593,151.321419,56,0.49,-33.604282,0.51
East Gosford,11349,4238,151.354167,44,0.537,-33.438534,0.463
Campbelltown (NSW),10780,12566,150.812522,35,0.512,-34.067441,0.488
Bulga (NSW),10651,354,151.03792,41,0.512,-32.644624,0.488
Kogarah,12181,15124,151.123296,33,0.498,-33.979117,0.502
Millthorpe,12623,1253,149.185397,40,0.516,-33.445862,0.484
Moto,12742,135,152.589555,50,0.452,-31.854383,0.548
Stubbo,13682,232,149.585099,46,0.418,-32.317461,0.582
Nangus,12890,205,147.907046,40,0.517,-35.055354,0.483
Gungal,11810,268,147.937893,38,0.48,-30.519341,0.52
Holmesville,11924,1365,151.576847,40,0.498,-32.913661,0.502
Nanima,12891,165,148.981159,42,0.451,-32.511172,0.549
Wherrol Flat,14271,319,152.227659,51,0.514,-31.783211,0.486
Oak Flats,13053,6415,150.819334,42,0.509,-34.564933,0.491
Mount White,12803,183,151.190612,53,0.466,-33.461404,0.534
Clontarf (NSW),10935,1737,151.255095,44,0.526,-33.808238,0.474
Blair Athol (NSW),10400,2877,150.806007,33,0.498,-34.063835,0.502
Osterley (NSW),13099,117,151.700846,46,0.585,-32.724756,0.415
Crestwood,11115,4603,152.904109,36,0.487,-31.472265,0.513
Keerrong,12083,156,153.26514,42,0.503,-28.712268,0.497
Croobyar,11121,155,150.400375,53,0.481,-35.321265,0.519
Austral Eden,10110,148,152.937797,48,0.466,-31.021949,0.534
Hunterview,11955,3007,151.173899,30,0.509,-32.544357,0.491
Gunning,11813,659,147.922419,42,0.5,-33.138047,0.5
Mount Riverview,12788,3034,150.631177,40,0.508,-33.734273,0.492
Yarrawonga Park,14487,380,151.544375,44,0.499,-33.100922,0.501
Jacks Creek,11993,135,149.739878,50,0.474,-30.454703,0.526
Fernvale (NSW),11511,265,153.436264,44,0.451,-28.370325,0.549
Putty,13279,161,150.674177,51,0.41,-32.969803,0.59
Coonabarabran,11043,3290,149.277272,47,0.527,-31.273439,0.473
Kianga (NSW),12119,777,150.131026,60,0.518,-36.196069,0.482
Bondi,10464,10045,149.173088,33,0.507,-37.119454,0.493
Bowenfels,10529,2048,150.120913,40,0.518,-33.60463,0.482
Penrose,13185,247,150.228512,52,0.541,-34.670072,0.459
Narara,12895,7934,151.346114,38,0.512,-33.395807,0.488
Enmore (Inner West - NSW),11425,3880,151.1698,34,0.5,-33.9002,0.5
Fairfield East,11478,5273,150.977528,35,0.496,-33.869449,0.504
Halls Creek (NSW),11834,128,150.914624,45,0.481,-30.761588,0.519
Wingen,14331,323,150.880095,37,0.511,-31.894215,0.489
Springfield (Central Coast - NSW),13623,4104,151.372,37,0.519,-33.4277,0.481
Capertee,10802,145,149.99001,49,0.476,-33.148969,0.524
Elderslie (Singleton - NSW),11392,132,151.3468,47,0.456,-32.5828,0.544
Redfern,13339,13213,151.203901,35,0.457,-33.892778,0.543
Mollymook,12669,1083,150.471836,54,0.517,-35.329662,0.483
North Rothbury,13004,898,151.341011,33,0.511,-32.69748,0.489
Matraville,12524,9804,151.230846,40,0.514,-33.957549,0.486
Brogo,10589,503,149.823508,55,0.475,-36.570993,0.525
Hunters Hill,11954,9528,151.154196,42,0.498,-33.83484,0.502
Kincumber,12141,7093,151.381035,47,0.543,-33.487271,0.457
Kalkite,12052,214,148.636658,44,0.477,-36.334764,0.523
Mount Warrigal,12801,4909,150.843468,42,0.505,-34.551856,0.495
Bigga,10346,245,149.151361,55,0.463,-34.084776,0.537
Randwick,13312,29986,151.241993,34,0.523,-33.913164,0.477
Tighes Hill,13863,1680,151.751115,37,0.5,-32.908014,0.5
East Ballina,11345,5571,153.582396,47,0.509,-28.864324,0.491
Suffolk Park,13684,3750,153.610159,40,0.525,-28.689842,0.475
Wattle Grove (NSW),14192,8952,150.936403,33,0.506,-33.963316,0.494
Balmoral (Wingecarribee - NSW),10167,426,150.5165,45,0.48,-34.3018,0.52
Bald Hills (NSW),10147,263,149.847662,45,0.511,-36.912886,0.489
Greenacre,11757,24373,151.057271,33,0.503,-33.906744,0.497
Corndale (NSW),11076,320,153.37782,45,0.494,-28.698711,0.506
Northbridge (NSW),13022,6347,151.222266,42,0.518,-33.815028,0.482
Naremburn,12898,5884,151.20116,37,0.523,-33.817299,0.477
Currabubula,11172,332,150.734256,45,0.516,-31.262722,0.484
Molong,12671,2577,148.868772,40,0.519,-33.09197,0.481
Erina Heights,11434,421,151.413211,40,0.481,-33.426949,0.519
Willoughby East,14304,1822,151.203505,39,0.496,-33.802534,0.504
East Lismore,11358,4985,153.285411,40,0.535,-28.820433,0.465
Griffith (NSW),11782,18196,146.043671,36,0.507,-34.289045,0.493
Gillenbah,11622,137,146.53099,50,0.489,-34.768998,0.511
Norah Head,12973,1129,151.555053,49,0.51,-33.279786,0.49
Clear Creek,10925,118,149.707746,48,0.522,-33.332296,0.478
Stanhope (NSW),13648,144,151.388821,42,0.52,-32.607338,0.48
Adamstown,10016,6044,151.717695,36,0.518,-32.950984,0.482
Morisset,12723,3213,151.530773,56,0.525,-33.121406,0.475
Rutherford,13449,11884,151.527921,34,0.519,-32.716413,0.481
Bodalla,10434,739,150.173321,50,0.492,-35.796628,0.508
Boorooma,10501,863,147.465609,26,0.517,-30.103871,0.483
Legume,12296,152,152.30758,48,0.5,-28.404725,0.5
Rous Mill,13428,194,153.389634,49,0.44,-28.876258,0.56
Manning Point,12478,239,152.661512,64,0.468,-31.895141,0.532
Verona,14073,288,149.8207,51,0.557,-36.465045,0.443
East Killara,11355,2978,151.170003,42,0.498,-33.753498,0.502
Bungwahl,10687,234,152.444151,49,0.481,-32.387265,0.519
Attunga,10105,571,150.847933,42,0.483,-30.930991,0.517
Dunmore (NSW),11323,208,150.840676,46,0.49,-34.606223,0.51
East Jindabyne,11352,697,148.652518,42,0.492,-36.401823,0.508
Bundeena,10672,1919,151.151259,48,0.52,-34.085064,0.48
Bondi Beach,10465,11656,151.274856,33,0.5,-33.890542,0.5
Wingello,14330,573,150.15675,42,0.511,-34.691726,0.489
San Isidore,13469,381,147.287126,42,0.462,-35.111163,0.538
Lidster,12319,304,148.958974,43,0.477,-33.297893,0.523
Pleasant Hills,13228,130,146.797165,43,0.526,-35.467017,0.474
Greta (NSW),11778,2830,151.388741,33,0.49,-32.677443,0.51
Rooty Hill,13395,14704,150.843922,35,0.507,-33.77155,0.493
Coutts Crossing,11094,1060,152.891036,41,0.522,-29.831052,0.478
Ellalong,11398,1098,151.311291,39,0.511,-32.912261,0.489
Brooklyn (NSW),10599,722,151.22519,48,0.474,-33.548006,0.526
Haberfield,11828,6457,151.138839,44,0.505,-33.880496,0.495
Belford,10258,171,151.286484,36,0.52,-32.608791,0.48
Bathurst,10231,6932,151.208782,36,0.508,-33.859251,0.492
Nulkaba,13031,696,151.349641,41,0.481,-32.809622,0.519
Huonbrook,11962,150,153.371552,48,0.453,-28.550966,0.547
Gresford,11777,245,151.537784,50,0.471,-32.427031,0.529
Burrumbuttock,10716,366,146.802861,46,0.484,-35.835429,0.516
Clifton Grove,10934,851,149.173554,44,0.491,-33.247034,0.509
Uki,14000,696,153.336649,47,0.491,-28.413908,0.509
Broadwater (Richmond Valley - NSW),10580,640,153.4352,48,0.474,-29.0358,0.526
Fernbrook,11506,111,152.590166,56,0.474,-30.365422,0.526
Villawood,14074,6032,150.976468,35,0.466,-33.883679,0.534
Eunanoreenya,11457,169,147.4569,44,0.518,-35.0811,0.482
Boolaroo,10482,1039,151.622332,42,0.505,-32.955269,0.495
Kelvin,12091,175,150.35467,44,0.478,-30.792246,0.522
Kingsdale,12155,175,149.661163,46,0.44,-34.663354,0.56
Rosebery (NSW),13405,10117,151.203107,33,0.498,-33.920412,0.502
Swan Bay (Port Stephens - NSW),13704,316,151.9361,47,0.481,-32.6986,0.519
Mooball,12687,194,153.484436,43,0.482,-28.441829,0.518
Hermitage Flat,11895,345,150.145293,48,0.518,-33.47971,0.482
Jeir,12004,259,148.975562,44,0.529,-35.033261,0.471
Valley Heights,14069,1211,150.584919,43,0.483,-33.705288,0.517
Alfords Point,10031,3109,151.024751,40,0.51,-33.993303,0.49
Tinonee,13876,1092,152.413824,47,0.517,-31.93777,0.483
Davistown,11221,2488,151.360521,48,0.516,-33.485685,0.484
Tumbulgum,13964,405,153.461116,43,0.54,-28.274366,0.46
Woodenbong,14382,381,152.612035,52,0.501,-28.391044,0.499
West Gosford,14244,1335,151.321753,49,0.542,-33.420829,0.458
Elizabeth Beach,11396,218,152.530117,51,0.491,-32.333509,0.509
Red Rock,13334,435,150.5214,45,0.508,-34.7698,0.492
Koorainghat,12191,192,152.470097,53,0.487,-31.985801,0.513
Bookham,10478,161,148.637784,48,0.481,-34.789416,0.519
Pokolbin,13236,961,151.290973,52,0.48,-32.771323,0.52
Jugiong,12044,222,148.324895,48,0.477,-34.823299,0.523
Arcadia Vale,10073,1378,151.575815,44,0.492,-33.060343,0.508
Wirlinga,14337,127,147.013164,42,0.528,-36.069726,0.472
Monterey,12686,4532,151.150983,41,0.521,-33.973068,0.479
Greenwich Park,11771,120,149.906755,47,0.487,-34.625181,0.513
Bardwell Valley,10196,2323,151.134686,40,0.522,-33.935083,0.478
Broken Head,10591,274,153.592296,47,0.504,-28.717235,0.496
Fernhill,11507,1023,150.88676,45,0.509,-34.383602,0.491
Gumly Gumly,11800,312,147.421169,43,0.461,-35.123768,0.539
Middle Arm,12599,362,149.741673,47,0.48,-34.539675,0.52
Cammeray,10778,7006,151.21043,38,0.531,-33.821953,0.469
North Tamworth,13011,5141,150.930058,39,0.524,-31.076267,0.476
Towamba,13927,234,149.652672,53,0.458,-37.087978,0.542
West Pennant Hills,14249,16374,151.039113,41,0.507,-33.753676,0.493
