city,lat,code,lon,people
Bateau Bay,-33.381213,10227,151.479104,12146
Ironmungy,-36.588422,11986,148.941209,3
Wollogorang,-34.846128,14354,149.521068,67
Lowanna,-30.21239,12398,152.900526,362
Denham Court,-33.990081,11235,150.844653,1981
Robertson (NSW),-34.589237,13374,150.596418,1865
Garden Suburb,-32.948355,11587,151.683365,1910
Gowrie (Singleton - NSW),-28.1853,11729,153.2775,323
Gloucester,-32.049433,11685,151.625369,2975
Avalon Beach,-33.636325,10111,151.330596,9905
Eucumbene,-36.226853,11453,148.672685,12
Palmers Oaky,-33.175237,13137,149.861851,36
Lane Cove North,-33.807556,12267,151.170912,11436
Bundabah,-32.662213,10668,152.074063,109
Denman,-32.389403,11241,150.686422,1789
Edgeroi,-30.117398,11380,149.799587,109
Lacmalac,-35.316215,12231,148.315449,159
Euberta,-35.059159,11451,147.190921,139
Woolgarlo,-34.895285,14401,148.734991,26
Berkeley Vale,-33.341788,10304,151.43163,8355
Copmanhurst,-29.556803,11060,152.73514,304
North Yeoval,-32.736454,13020,148.655087,79
Sanger,-35.703756,13488,146.150243,7
Woolooma,-31.994328,14409,151.219601,43
South Hurstville,-33.977595,13587,151.104909,5147
Windera (NSW),-33.199067,14319,149.027236,297
Tewinga,-30.658703,13808,152.90297,86
Longreach (NSW),-34.868158,12384,150.525235,64
Kearns,-34.021321,12079,150.803211,2745
Neville,-33.709398,12937,149.215073,248
Bilgola Plateau,-33.6451,10351,151.3159,3518
Tweed Heads,-28.198486,13984,153.543747,8176
Holgate,-33.409747,11921,151.405406,972
Greenridge,-28.896232,11768,153.120103,157
Brockley,-30.263377,10585,151.853511,43
Sydney,-33.8909,13715,151.1933,17252
Mallabula,-32.72898,12455,152.011748,931
Myrtle Mountain,-36.860626,12880,149.690231,52
Burrundulla,-32.623433,10717,149.639181,149
Bellawongarah,-34.763894,10267,150.626431,127
Crowdy Bay National Park,-31.7882,11129,152.7314,3
Pigeonbah,-31.553976,13201,148.009402,12
Pimlico (NSW),-28.889412,13207,153.494219,297
Ermington,-33.814144,11435,151.054495,10737
Glen Alpine,-34.084184,11645,150.775275,4559
Vaucluse,-33.859047,14071,151.278434,9337
Tennyson Point,-33.831448,13790,151.117286,1219
One Mile (NSW),-32.770639,13085,152.114949,413
Tomki,-28.8646,13897,153.1425,76
Mogendoura,-35.872225,12657,150.058818,183
Kemps Creek,-33.88013,12094,150.790485,2268
Cudgegong,-32.808314,11141,149.809365,44
Wantiool,-34.930582,14138,147.697782,39
Red Hill (Warren - NSW),-27.4503,13332,151.9204,7
Cunninyeuk,-35.247256,11165,143.89834,37
Ettalong Beach,-33.513696,11445,151.335289,4793
Camira (NSW),-29.223953,10777,152.932687,29
Yantabulla,-29.338394,14465,145.002751,28
Muscle Creek,-32.270449,12867,150.997754,315
Hayes Gap,-32.581125,11876,149.747489,12
Mossy Point,-35.837391,12741,150.175923,569
Fernleigh,-28.760333,11508,153.497652,297
Coalcliff,-34.243453,10944,150.976081,189
Little River (NSW),-35.332826,12357,148.316365,47
Fawcetts Plain,-28.575884,11498,153.016604,154
Bango,-34.745475,10176,148.956495,96
Wombat,-34.423482,14364,148.24444,225
Golspie,-34.290845,11695,149.662984,58
Termeil,-35.487171,13797,150.339308,252
Bronte,-33.902328,10594,151.263838,6733
Eurimbla,-33.918741,11462,151.236993,38
Koraleigh,-35.1277,12195,143.4361,353
Wandera,-29.669811,14129,151.147093,23
Kundabung,-31.208615,12209,152.823012,630
Hawks Nest,-32.671611,11873,152.177506,1223
Berringer Lake,-29.732,10321,153.243,26
Duncans Creek,-31.381934,11311,151.192366,57
Tabbil Creek,-32.426194,13719,151.737957,40
Bukkulla,-29.503137,10648,151.129034,140
Milparinka,-30.240564,12624,142.111152,77
Coolabah,-31.027986,11021,146.714264,69
Humula,-35.483054,11952,147.764179,124
Bunnan,-32.06868,10689,150.602156,100
Lemington,-32.489404,12298,150.973392,8
Somerton (NSW),-30.938654,13572,150.637122,277
Dolphin Point,-35.400376,11269,150.44539,204
Southgate,-29.608116,13604,153.024309,184
Winifred,-36.513601,14333,149.339186,29
Bewong,-35.085105,10332,150.531612,83
Jembaicumbene,-35.529644,12007,149.79821,41
Yarras (Port Macquarie-Hastings - NSW),-31.415319,14481,152.342971,65
Irvington,-28.868689,11987,153.106399,83
Munyabla,-35.493857,12847,146.871898,43
Grose Wold,-33.602392,11786,150.688628,635
Cowper,-29.578505,11098,153.062697,94
Concord West,-33.848041,11000,151.087326,5914
Phoenix Park,-32.709593,13194,151.629529,95
Wollongong,-34.405103,14358,150.877805,18442
Merewether Heights,-32.948242,12574,151.736231,1400
Walang,-33.431788,14091,149.749308,84
Erin Vale,-34.650984,11432,147.541882,51
Wilberforce (NSW),-33.558179,14288,150.847506,3007
Fullerton,-34.210656,11574,149.514502,48
Willow Tree,-31.648589,14305,150.726216,308
Salamander Bay,-32.720937,13463,152.076399,4815
Creewah,-36.762864,11111,149.372004,36
Lemon Tree,-32.730927,12299,152.039551,60
Baw Baw (NSW),-34.7101,10234,149.6454,260
Willina,-32.170872,14301,152.283469,60
Mullumbimby Creek,-28.558202,12829,153.46472,548
Dyrring,-32.490355,11340,151.233795,91
Uralla (NSW),-30.642829,14051,151.502566,2743
Moruya,-35.913602,12734,150.132617,3982
Urbenville,-28.472759,14057,152.548088,321
Moonbria,-35.125135,12700,145.481776,7
Marengo (NSW),-30.167452,12489,152.371267,7
The Channon,-28.673238,13816,153.278894,374
Lakemba,-33.920457,12257,151.075921,17023
Cobaki,-28.175328,10947,153.471389,205
Yass River,-34.9072,14494,149.096916,350
Deepwater (NSW),-29.44232,11231,151.847464,435
Umina Beach,-33.528746,14007,151.307503,16733
Milroy (Mid-Western Regional - NSW),-32.5943,12627,149.6231,51
Cooperabung,-31.284405,11046,152.808768,296
Spencer,-33.459455,13607,151.142385,306
Russell Vale,-34.358093,13448,150.900783,1547
Corrowong,-36.933875,11084,148.826148,13
Brayton,-34.647901,10554,149.964356,173
Rawsonville,-32.167606,13326,148.451172,50
Valla Beach,-30.591805,14068,153.008479,1313
Haymarket,-33.880777,11877,151.202796,7353
Simpkins Creek,-28.836392,13548,152.78199,22
Cootamundra,-34.639089,11053,148.024671,6782
Palm Grove (NSW),-33.326275,13133,151.311454,106
Honeybugle,-31.829745,11932,146.909688,27
Eglinton (NSW),-33.374597,11386,149.558662,2256
North Narrabeen,-33.702661,12999,151.293622,5852
Collins Creek,-28.495304,10978,153.020382,132
Wellingrove,-29.64352,14220,151.567162,96
Tullymorgan,-29.38348,13960,153.09836,132
Benandarah,-35.660936,10287,150.228251,166
Blackmans Point,-31.400666,10395,152.851836,170
Fishermans Paradise,-35.229709,11523,150.448704,477
Cumberland Reach,-33.455858,11156,150.896276,181
Belfield,-33.902107,10257,151.083553,6322
Tarriaro,-30.428548,13770,149.926389,116
Woodstock (Cowra - NSW),-29.2137,14394,151.0512,701
Merrill,-34.659271,12584,149.295106,31
Millingandi,-36.872365,12622,149.867994,446
Rufus,-34.0115,13437,141.3189,24
Eremerang,-32.531644,11430,146.308629,17
Laverstock,-34.643421,12286,148.851468,26
Bendalong,-35.246777,10288,150.529888,95
Tallwood,-33.500866,13736,149.123535,73
Nattai,-34.068935,12915,150.44568,65
Rookhurst,-31.894146,13393,151.879386,65
Kikiamah,-34.076913,12123,148.144808,97
Ironbark (NSW),-30.288978,11985,150.798007,31
Smithtown,-31.015176,13564,152.943995,590
Totnes Valley,-32.482731,13922,149.91647,33
Grays Point,-34.05884,11743,151.081652,3125
Sandringham (NSW),-33.998763,13478,151.139252,1238
Mulla Creek,-31.149235,12819,151.165893,90
East Jindabyne,-36.401823,11352,148.652518,697
Cooyal,-32.450436,11055,149.757343,114
Parkesbourne,-34.761895,13152,149.521444,170
Minimbah,-32.148267,12636,152.361412,208
Putney,-33.824735,13277,151.112549,4107
Numbaa,-34.873429,13035,150.678484,111
Moruya Heads,-35.913602,12735,150.132617,976
Bundure,-35.149379,10677,145.978867,6
Binya,-34.228297,10373,146.337827,140
Narooma,-36.202678,12900,150.119086,2605
Abernethy,-32.883242,10011,151.396677,348
Triamble,-32.897487,13938,149.315864,19
Koonorigan,-28.67516,12188,153.237965,303
Browns Creek,-33.525683,10610,149.149876,97
Trungley Hall,-34.288518,13941,147.555937,81
Cringila,-34.471575,11116,150.871375,2198
Saddleback Mountain,-34.699264,13460,150.803589,73
Bunnaloo,-35.791187,10688,144.629848,101
Book Book,-35.356567,10476,147.557002,92
Eveleigh,-33.897075,11471,151.19113,663
McLeods Shoot,-28.652876,12546,153.544454,102
Doyles Creek,-32.51643,11288,150.804343,47
Arumpo,-33.873621,10092,142.885264,34
Muli Muli,-28.418146,12817,152.583757,49
Lisarow,-33.380843,12343,151.371283,5136
Stony Creek (Mid-Western Regional - NSW),-36.617312,13669,149.801981,51
Shelly Beach (NSW),-33.368675,13535,151.485687,1318
Northmead,-33.783849,13023,150.994336,11215
Appleby,-30.964928,10065,150.825148,37
Red Head,-32.058603,13329,152.531451,514
La Perouse,-33.989634,12230,151.231507,399
Burra (Queanbeyan-Palerang Regional - NSW),-35.5659,10697,149.2299,794
The Hill,-33.6446,13826,150.9233,1943
Rockdale,-33.952747,13379,151.137624,15534
Allynbrook,-32.363343,10042,151.536229,64
Dry Creek (NSW),-31.900818,11294,150.808673,32
Sodwalls,-33.516429,13568,150.007266,70
Fargunyah,-35.139998,11489,146.7186,19
Yanderra,-34.324175,14461,150.569254,661
Blackville,-31.65821,10398,150.30281,113
Berkshire Park,-33.672237,10305,150.79576,2134
Balldale,-35.845724,10159,146.518358,156
Erskineville,-33.902234,11439,151.186192,8014
Little Back Creek,-28.582892,12348,153.062373,43
Bishops Bridge,-32.746391,10380,151.467064,248
Palmers Channel,-29.459505,13135,153.279261,119
Narraweena,-33.749912,12910,151.274687,6608
Exeter (NSW),-34.613161,11475,150.317392,949
Wee Waa,-30.224868,14211,149.444421,2080
Rock Valley,-28.747359,13378,153.174403,265
Parma,-34.963298,13155,150.552694,169
Peacock Creek,-28.685285,13165,152.697195,28
Lower Belford,-32.608791,12401,151.286484,392
Greenlands (Singleton - NSW),-32.392346,11765,151.173823,85
Coniston,-34.436545,11010,150.885559,2268
Mumblebone Plain,-31.495946,12833,147.689713,26
Huntleys Cove,-33.839798,11960,151.144587,750
Googong,-35.391776,11704,149.230757,2690
Yowrie,-36.297586,14520,149.717828,117
Bellingen,-30.446069,10273,152.897966,3779
Bulgary,-35.070309,10653,146.963014,10
Glen Alice,-33.043925,11643,150.216201,59
Uriarra,-35.2678,14058,148.846,30
Dandaloo,-32.269172,11197,147.615413,37
Kings Forest,-28.28825,12148,153.563359,35
Conjola Park,-35.371593,11012,150.452135,340
Hillgrove (Wagga Wagga - NSW),-30.569822,11908,151.904484,27
Milkers Flat,-33.282441,12614,149.394756,5
Bringenbrong,-36.171868,10576,148.043813,52
Tuncurry,-32.174624,13969,152.499268,6186
Budawang,-35.444285,10636,149.966099,11
Meryla,-34.642031,12591,150.402224,4
Lindfield,-33.784382,12339,151.158141,9791
Tuross,-36.27041,13978,149.486847,13
Illaroo,-34.851209,11973,150.479283,34
Glen Allen,-36.677158,11644,149.381171,17
Araluen (NSW),-35.64693,10070,149.812149,168
Glenorie,-33.620011,11673,151.023035,3497
Cliftleigh,-32.784916,10932,151.523259,888
White Cliffs,-30.850444,14274,143.083844,148
Ooma,-33.57577,13088,148.037643,32
Silverwater (Lake Macquarie - NSW),-33.103,13546,151.5586,301
Wean,-30.680651,14206,150.233767,25
Purlewaugh,-31.379731,13276,149.640953,101
The Junction,-32.937528,13827,151.759625,1052
Rappville,-29.084845,13318,152.953134,169
Palmers Island,-29.420289,13136,153.288677,458
Giants Creek,-32.3264,11612,150.548403,92
Wollomombi,-30.51134,14356,152.045007,112
Lavender Bay,-33.84307,12285,151.208015,941
Dandry,-31.051413,11198,149.323274,94
Fingal Head,-28.204156,11519,153.565709,592
Mount Seaview,-31.347742,12792,152.166446,23
Scotland Island,-33.641752,13505,151.290116,579
Biniguy,-29.580064,10369,150.136946,147
Rossmore (NSW),-33.945965,13420,150.772763,2286
Crawney,-31.633535,11110,151.060479,34
Greengrove,-33.382712,11762,151.145126,20
Camp Creek (NSW),-28.8041,10779,150.8804,21
Larbert,-35.305951,12277,149.766151,39
Sandy Crossing,-29.764413,13482,153.095828,37
Forest Hill (NSW),-32.707981,11544,151.55001,2274
Alice,-33.043925,10033,150.216201,6
Wardell,-28.952703,14144,153.464326,832
East Maitland,-32.75112,11360,151.589963,11782
Berrambool,-36.8788,10312,149.917402,456
Beaumont Hills,-33.703416,10243,150.946875,9042
Glenthorne,-31.914405,11680,152.480283,231
Wrights Creek (NSW),-33.302809,14429,151.005933,25
Eltham (NSW),-28.754287,11409,153.409529,343
Balala,-30.612086,10144,151.335783,144
Barnsley,-32.932412,10204,151.590415,1747
Talbingo,-35.581624,13730,148.303311,239
Castle Rock,-32.210062,10848,150.732863,175
Bombowlee,-35.278606,10459,148.279996,293
Yellow Dam,-29.391357,14500,151.404143,14
Cassilis (NSW),-32.007883,10844,149.980435,304
Monga,-35.422218,12677,149.922833,14
Cartwright,-35.069754,10838,147.389575,2370
Edensor Park,-33.877057,11377,150.875292,9772
Lilli Pilli (Sutherland Shire - NSW),-33.3576,12322,116.3409,1390
Whoota,-32.29533,14281,152.479248,68
Woronora,-34.111532,14420,150.934492,2201
Pindimar,-32.684153,13211,152.098138,336
Warren,-31.699379,14171,147.83731,1389
Mayfield (Shoalhaven - NSW),-34.9212,12533,150.6634,37
Ravensdale,-33.14747,13320,151.288584,64
Coomoo Coomoo,-31.593287,11042,150.118776,8
Cuttabri,-30.329854,11182,149.221121,43
Mellool,-35.340232,12562,143.771627,44
Caldwell,-35.630254,10751,144.502142,33
Kurrajong Hills,-33.541464,12220,150.639331,668
Yallaroi,-29.119429,14456,150.480818,118
West Ryde,-33.807712,14251,151.088724,13394
Queens Pinch,-32.729065,13295,149.682426,31
Falbrook,-32.449636,11485,151.149698,27
Meadow Flat,-33.434919,12549,149.921282,309
Coggan,-32.349639,10960,150.09037,4
Menindee,-32.392053,12571,142.417613,551
Mummel,-34.688445,12835,149.593517,112
Westmead,-33.805332,14261,150.986608,16309
Myrtle Creek (NSW),-29.113036,12879,152.947558,86
Thora,-30.414372,13849,152.772526,332
Waratah West,-32.89879,14142,151.711762,2988
East Corrimal,-34.376363,11348,150.91118,3405
Quanda,-31.121736,13288,148.674665,9
Milroy (Gunnedah - NSW),-31.116818,12626,150.148128,77
Afterlee,-28.593876,10020,152.825754,50
Cedar Point,-28.681713,10871,152.992978,170
Thornton (NSW),-32.776905,13851,151.638803,8062
Kareela,-34.014668,12073,151.082733,3459
Kangiara,-34.602264,12063,148.75403,48
Wimborne,-30.6881,14313,150.6553,18
Buckra Bendinni,-30.635703,10635,152.774542,99
Greendale (Bega Valley - NSW),-36.600111,11758,149.852112,77
Billinudgel,-28.504114,10355,153.528274,218
Luddenham,-33.883725,12419,150.693079,1828
Lambton,-32.932574,12264,151.690553,4909
Cordeaux Heights,-34.439801,11070,150.838399,4559
Springdale (NSW),-34.465713,13621,147.717295,150
Corbie Hill,-34.571538,11068,146.456385,228
Corang,-35.180439,11066,150.066218,13
Conargo,-35.302371,10998,145.181217,123
Doon Doon,-28.503913,11273,153.305693,97
Ghoolendaadi,-30.948106,11611,149.918776,62
Lower Dyraaba,-28.813602,12406,152.904205,23
Coree,-35.354272,11071,145.529572,36
Murrurundi,-31.763687,12864,150.834935,1038
Belrose,-33.761674,10283,151.278773,8780
Yeoval,-32.751829,14507,148.649032,430
Mundongo,-35.291721,12840,148.25641,207
Manton (NSW),-34.85035,12481,148.998237,294
Dorrigo,-30.281126,11278,152.671483,1191
Loftus,-34.048075,12371,151.051176,4135
Nombi,-31.203747,12969,149.737251,35
Blairmount,-34.049485,10401,150.799611,422
Mollyan,-31.595632,12668,149.221061,30
Bemboka,-36.629917,10284,149.572964,577
Homebush (NSW),-33.859654,11929,151.081847,7007
Green Hills (Armidale Regional - NSW),-30.298341,11750,151.801542,20
Valentine,-33.008886,14065,151.635155,5516
Belgravia,-32.340137,10260,148.58218,118
Wyee Point,-33.143718,14439,151.520566,1129
Bobundara,-36.486151,10430,148.992917,13
Wallendbeen,-34.524319,14113,148.16016,260
Little Jacks Creek,-31.77093,12353,150.540776,19
Bourkelands,-35.150342,10523,147.355213,2852
Wallalong,-32.696224,14104,151.649868,1030
Tatton,-35.153335,13775,147.365282,2616
Galston,-33.652661,11582,151.043059,3139
Womboota,-35.95719,14367,144.588651,105
Lake Heights,-34.481581,12248,150.872531,3845
Colo (Bathurst Regional - NSW),-34.119,10982,139.005,3
Moorong,-35.122246,12715,147.318106,177
Wyangala,-33.936693,14434,149.046361,182
Dungowan,-31.214552,11321,151.12012,398
Cobark,-31.926551,10952,151.68542,41
Wattle Ridge (NSW),-34.221773,14194,150.352031,4
Nelsons Plains,-32.702329,12924,151.710584,362
Blackalls Park,-33.000441,10390,151.584635,2753
Dean Park,-33.73616,11224,150.860027,3227
Cookardinia,-35.558522,11017,147.232617,68
Burradoo,-34.506395,10701,150.404854,2645
Fordwich,-32.70997,11541,151.061673,92
Toms Creek,-31.562738,13898,152.399874,39
Goolma,-32.346144,11707,149.256869,102
Orange Grove (NSW),-30.969686,13093,150.393835,33
Richmond Vale,-32.871313,13363,151.478622,84
Back Creek (Gwydir - NSW),-30.1069,10124,150.2712,13
Springdale Heights,-36.033316,13622,146.94484,2036
Lake Cowal,-33.693808,12245,147.33317,36
Mylneford,-29.628657,12876,152.843726,81
Blakehurst,-33.988743,10403,151.112314,6219
Yerong Creek,-35.387447,14508,147.061231,352
Greendale (Liverpool - NSW),-33.9259,11759,150.6616,348
Jindera,-35.950071,12032,146.885946,2222
Moonpar,-30.228597,12706,152.650581,16
Walmer (NSW),-32.662974,14119,148.719692,38
Maryville,-32.911844,12518,151.753662,1444
Menangle Park,-34.100121,12569,150.757016,257
Illabo,-35.587981,11972,147.529705,144
Willoughby East,-33.802534,14304,151.203505,1822
Central Macdonald,-33.331658,10875,150.975498,55
Clareville,-33.634905,10923,151.313321,742
Kurrajong Heights,-33.523862,12219,150.628716,1342
Brogans Creek,-32.971718,10587,149.959593,10
Bielsdown Hills,-30.373412,10341,152.676687,99
Spring Creek (NSW),-33.345446,13611,149.097677,130
Werombi,-33.988918,14232,150.57174,930
Orient Point,-34.9108,13096,150.749658,611
Buckenderra,-36.181563,10632,148.764404,21
Bungaba,-32.12915,10678,149.660757,93
Minnie Water,-29.778146,12640,153.296976,237
Bilambil Heights,-28.212553,10348,153.490119,3364
Koorawatha,-34.039891,12192,148.553887,427
Killara (NSW),-33.766376,12129,151.162047,10574
Wyee,-33.143718,14438,151.520566,2406
Warrawidgee,-34.281102,14166,145.801961,86
Braunstone,-29.802551,10550,152.959309,294
Wallamore,-31.062814,14105,150.821314,121
North Yalgogrin,-33.822918,13019,146.847552,85
Fairfield West,-33.868955,11480,150.922057,11575
Macquarie Park,-33.779795,12437,151.134041,8144
Little Pelican,-33.083828,12355,151.641633,4
Jerseyville,-30.9351,12022,153.035331,112
Herons Creek,-31.587978,11897,152.72671,247
Abercrombie River,-33.911806,10005,149.332781,22
Brightwaters,-33.114455,10570,151.545925,903
Limekilns,-33.24008,12330,149.770699,111
Sleepy Hollow,-28.418023,13557,153.52039,98
Blue Vale,-30.798568,10419,150.199631,62
St Ives Chase,-33.707895,13640,151.163446,3154
Hamilton (NSW),-32.924042,11838,151.746874,4229
Hawkesbury Heights,-33.665114,11872,150.650802,456
Miller,-32.763539,12617,151.702595,3237
Enfield (NSW),-32.740212,11421,151.684977,2833
Currarong,-35.018739,11176,150.824214,452
Paterson (NSW),-32.599153,13159,151.618293,892
Long Point (Campbelltown - NSW),-34.0115,12381,150.8964,212
