city,code,Median weekly household income,lon,All private dwellings,Average people per household,lat,Median monthly mortgage repayments,Median weekly rent,Average motor vehicles per dwelling
Kanimbla (NSW),12065,1458,150.187891,87,2,-33.620702,2000,0,1.9
Petersham,13190,1966,151.158575,3709,2.3,-33.889283,2600,440,1.1
Waratah (NSW),14141,1116,151.72722,2055,2.2,-32.908152,1733,300,1.5
Banora Point,10185,1080,153.535999,7147,2.4,-28.213363,1733,360,1.7
Hazelbrook,11881,1496,150.451629,2039,2.6,-33.720992,1733,350,1.8
Clemton Park,10928,1508,151.103282,558,2.9,-33.925357,2250,228,1.7
Tregeagle,13933,1569,153.353062,166,2.7,-28.846985,1950,288,2.5
Lake Bathurst,12239,1649,149.714504,114,2.3,-35.012657,1571,300,2.4
Euston,11468,1342,142.745126,386,2.9,-34.574977,1100,200,2.1
Nunderi,13042,1510,153.455223,253,2.7,-28.322491,1767,400,2.4
St Georges Basin,13636,955,150.597815,1440,2.4,-35.090788,1500,300,1.8
The Oaks,13831,1821,150.571086,868,3.1,-34.076873,2000,350,2.5
Corindi Beach,11073,1252,153.20043,718,2.8,-30.028812,1700,350,1.9
Arcadia (NSW),10072,2433,151.052726,452,3.2,-33.623101,3000,425,2.8
Potato Point,13253,1142,150.136611,158,1.8,-36.096051,1473,0,1.7
Lower Portland,12412,1569,150.865871,227,2.8,-33.451409,2167,193,2.4
Theresa Park,13845,2103,150.639915,176,3.1,-34.007922,2035,300,2.8
Basin View,10223,970,150.562281,757,2.5,-35.091103,1317,300,2
Bobin,10427,885,152.283882,76,2.4,-31.726021,974,142,1.6
Metford,12592,1217,151.6092,1878,2.7,-32.765913,1570,300,1.8
Towradgi,13929,1209,150.90676,1396,2.4,-34.384433,2044,293,1.7
Rosewood (Port Macquarie-Hastings - NSW),13414,1406,144.3337,85,2.8,-38.1376,1950,275,2.7
Woodstock (Shoalhaven - NSW),14396,1375,144.9881,101,2.6,-37.802,2167,120,2.4
Skinners Shoot,13556,949,153.581417,75,2.2,-28.669029,0,250,2.2
Abermain,10010,1185,151.428668,933,2.6,-32.810815,1367,280,1.9
Redhead,13340,1281,151.714385,1461,2.4,-33.013487,2037,370,1.8
Paddington (NSW),13115,2509,151.226475,6560,2.2,-33.885032,3500,630,1.1
Carlton (NSW),10819,1600,151.124528,3988,2.9,-33.968523,2024,440,1.5
Wallaga Lake,14102,768,150.066053,376,1.9,-36.356673,1100,236,1.6
March,12486,1775,149.076541,44,2.5,-33.216351,2084,240,2.4
Stanhope Gardens,13649,2291,150.933621,2958,3.2,-33.711215,2500,575,1.9
Ashtonfield,10102,1844,151.601,1621,3,-32.77382,1777,380,2.1
Taylors Arm,13776,850,152.689457,75,2.4,-30.781179,867,100,2
Gumma,11801,900,152.963122,193,2.7,-30.72992,1500,290,2.1
Glencoe (NSW),11657,1047,151.726757,96,2.3,-29.925888,997,145,1.8
Mount Ousley,12782,1784,150.886719,604,2.8,-34.402376,2000,420,1.9
Ashby Heights,10095,875,153.179387,104,2.3,-29.413743,1100,333,1.8
Eschol Park,11441,1649,150.80968,921,3,-34.031357,1733,390,2
Singleton (NSW),13549,1250,151.168367,2364,2.3,-32.564025,1668,260,1.6
Epping (NSW),11428,1973,151.087742,8555,2.9,-33.759777,2210,530,1.6
Bellimbopinni,10272,1093,152.903409,47,2.5,-31.015929,1517,245,2.8
Ladysmith,12233,1375,147.513984,147,2.4,-35.207801,1248,235,2.1
Matong,12523,1291,148.29153,70,2.4,-35.375157,466,20,2.3
Auburn (NSW),10106,1240,151.033421,11157,3.5,-33.849322,1733,400,1.6
Fifield,11514,1125,147.458805,65,2.4,-32.807977,810,50,2.7
Wootton,14417,833,152.279476,143,2.1,-32.325336,1840,250,2.1
Kurmond,12215,1723,150.701116,303,2.9,-33.549452,2167,355,2.4
Narrandera,12906,963,146.55696,2080,2.3,-34.744609,1083,180,1.7
Bowraville,10537,742,152.854557,491,2.3,-30.6419,997,210,1.6
Crescent Head,11114,1015,152.9768,942,2.3,-31.189517,1487,250,1.8
Bayview (NSW),10237,1476,151.298945,1672,2.3,-33.66445,3000,500,1.8
Byabarra,10727,1454,152.528239,124,2.8,-31.53435,1333,200,2.3
Potts Point,13256,1842,151.225603,4991,1.5,-33.869026,2126,485,0.5
Crabbes Creek,11102,1031,153.496802,141,2.5,-28.45672,1417,368,2.2
Raymond Terrace,13327,1102,151.776788,5345,2.5,-32.760671,1473,270,1.7
Reedy Creek (NSW),13342,1708,149.993111,68,2.9,-32.729382,2309,201,2.7
Holbrook,11920,991,147.309788,848,2.3,-35.729414,1083,180,1.8
Wallabadah,14098,966,150.758768,217,2.2,-31.523266,1083,160,2.1
Karuah,12076,795,151.792437,663,2.3,-32.195999,1400,240,1.7
Boxers Creek,10541,1194,149.839,92,2.9,-34.7712,1907,260,2.5
Homeleigh,11931,939,153.070883,55,2,-28.553193,1647,215,2.2
Padstow Heights,13121,1523,151.030955,1361,2.7,-33.971073,2383,400,1.9
Trunkey Creek,13942,1036,149.363007,56,2,-33.824738,867,0,2.5
Far Meadow,11488,1625,150.720449,98,2.3,-34.822063,2000,208,2.4
Muswellbrook,12868,1331,150.888821,5495,2.5,-32.263323,1668,250,1.7
Merrylands West,12589,1123,150.972036,2438,2.8,-33.832864,2000,375,1.6
Berrara,10313,891,150.550411,341,2.3,-35.205582,1100,250,2
Belmore,10279,1192,152.967558,4868,2.8,-31.072166,2000,360,1.5
Tabulam,13723,725,152.568553,270,2.2,-28.887198,867,130,1.5
Bellata,10266,1218,149.790978,144,2.5,-29.919624,869,92,2.1
Balmoral (Lake Macquarie - NSW),10166,1543,151.5803,296,2.6,-33.0463,1800,350,2.1
Duranbah,11331,1312,153.518474,90,2.8,-28.307575,1733,345,2.4
Good Hope,11700,1541,148.838622,70,2.6,-34.896682,1500,240,2.4
Watanobbi,14181,1220,151.431783,1485,2.7,-33.269072,1608,335,1.7
Greystanes,11781,1608,150.951452,7811,3,-33.829667,2167,440,2
Pennant Hills,13183,2222,151.039113,2704,2.9,-33.753676,2500,500,1.7
Merrylands,12588,1267,150.972036,10108,3.1,-33.832864,2000,390,1.6
Warrawee,14165,3085,151.126134,1064,3,-33.722839,3000,600,1.9
Lithgow,12347,834,147.334074,2699,2.1,-35.169517,1300,245,1.4
Ryde,13454,1714,151.088724,10888,2.6,-33.807712,2200,465,1.5
Foxground,11558,1458,150.768404,95,2.3,-34.727084,2282,335,2.1
Lane Cove,12266,2192,151.153281,4843,2.4,-33.806246,2600,520,1.4
Mulloon,12827,2200,149.612194,62,2.9,-35.26821,2531,210,2.3
Tuntable Creek,13971,818,153.266854,105,2.2,-28.629651,1200,140,1.6
Cardiff South,10811,1386,151.661447,1158,2.5,-32.957742,1733,345,1.8
Milsons Point,12629,3107,151.211568,1405,1.9,-33.847526,3000,720,1
Estella,11444,1620,148.829275,857,2.7,-32.294635,1733,350,2
Byron Bay,10733,1197,153.612224,3122,2.2,-28.643387,2000,460,1.6
Bonnyrigg,10471,1196,150.868448,2685,3.3,-33.892667,1900,290,1.8
Federal (NSW),11499,1184,153.4526,323,2.4,-28.6592,1600,350,1.9
Byrrill Creek,10734,737,153.226866,61,2.2,-28.442628,1101,225,1.8
Annandale (NSW),10061,2337,151.170681,4324,2.3,-33.881435,3000,540,1.3
Orchard Hills,13095,2072,150.716312,587,3.4,-33.779331,2500,450,2.9
Lyndhurst (Blayney - NSW),12426,1087,148.9868,165,2.4,-33.6864,1300,200,2.1
Whian Whian,14272,1406,153.316231,67,2.7,-28.635197,1160,315,1.9
The Ponds,13835,2649,150.753104,3488,3.5,-34.054326,2900,640,2
Nobbys Creek,12968,1278,153.34435,125,2.6,-28.312013,1900,310,2.2
Penrith,13184,1142,151.280352,6309,2.2,-33.732127,1733,330,1.4
Bexley North,10335,1570,151.114186,1576,2.8,-33.938306,2200,430,1.5
Eugowra,11454,1095,148.37165,388,2.3,-33.427107,1083,150,2.1
Taylors Beach (NSW),13777,1145,152.05635,58,2.3,-32.737002,1400,300,1.8
Elderslie (Camden - NSW),11391,2013,150.7151,2140,3,-34.0577,2297,470,2
Piambong,13197,1833,149.455131,63,2.7,-32.520454,1964,100,2.5
Kensington (NSW),12099,1646,151.219017,5381,2.4,-33.912997,2600,515,1.1
Strathfield South,13676,1809,151.082992,1280,2.9,-33.891711,2300,490,1.7
Barden Ridge,10193,2772,151.005396,1247,3.5,-34.032851,2383,615,2.6
Barellan,10197,1154,146.571256,248,2.4,-34.28434,693,125,2
Cabramatta West,10741,1189,150.917514,2092,3.5,-33.899136,1768,350,1.9
Macmasters Beach,12432,1755,151.416479,830,2.7,-33.492821,2000,433,2.1
Mollymook Beach,12670,1026,150.471836,1726,2.2,-35.329662,1517,310,1.7
Sawtell,13498,1107,153.099627,1965,2.3,-30.369899,1733,320,1.6
Dangarsleigh,11200,1562,151.677892,57,2.7,-30.614162,1379,195,2.4
Menangle,12568,1521,150.749149,386,2.8,-34.108654,2375,300,2.4
Tooraweenah,13911,929,148.910428,119,2.5,-31.439404,400,0,2.4
East Ryde,11361,2585,151.140289,858,3.1,-33.813769,2817,675,2
Magenta (NSW),12441,1968,151.519517,278,2.2,-33.313335,2383,550,1.7
Bundanoon (NSW),10670,1107,150.321575,1372,2.2,-34.632598,1592,324,1.8
Nelson (The Hills Shire - NSW),12922,1767,150.9233,158,3,-33.6446,2383,455,3.1
Sandgate (NSW),13474,922,151.708214,84,2.2,-32.867845,1517,250,1.5
East Wagga Wagga,11364,1062,147.382993,120,2.3,-35.120886,1363,280,1.7
Eden Creek,11376,971,152.90534,78,2.1,-28.544552,1592,125,2.1
Avoca (NSW),10113,1531,150.479323,103,2.6,-34.613522,2573,256,2.1
Coogee (NSW),11015,2396,151.256089,7319,2.3,-33.931293,2743,600,1.3
North Shore (NSW),13006,1114,152.901853,188,2.4,-31.402369,1625,350,1.7
Perthville,13189,1513,149.54698,229,2.8,-33.4859,1733,230,2.3
Blue Haven,10415,1331,151.492751,2305,2.9,-33.207351,1733,370,1.9
Horsley,11942,1826,150.766762,2696,3.1,-34.489605,1950,410,2.1
Tweed Heads West,13986,842,153.505049,3075,2.1,-28.195403,1517,300,1.5
Mays Hill,12538,1639,150.990511,265,3.2,-33.82066,1885,440,1.6
Pomona (NSW),13240,982,141.894926,69,2.4,-34.020625,925,148,2.1
Clothiers Creek,10936,1968,153.491516,111,3,-28.331143,2335,340,2.6
Hexham (NSW),11898,916,151.685483,72,2.3,-32.830649,1300,245,1.9
Kingswood (Tamworth Regional - NSW),12164,1801,152.9686,380,2.8,-27.066,1950,290,2.4
Tocumwal,13886,888,145.567389,1435,2.1,-35.812107,1200,200,1.8
Killcare Heights,12134,1592,151.370994,422,2.5,-33.52257,2000,370,1.9
Gerogery,11605,1510,146.994255,230,2.7,-35.834294,1500,185,2.3
Urila,14059,2166,149.311818,56,2.7,-35.588233,2501,400,2.6
Fern Bay,11501,1049,151.810346,1335,2.2,-32.854436,2167,430,1.6
Eastwood (NSW),11369,1648,151.080914,6545,2.9,-33.789986,2167,445,1.5
Bensville,10297,1960,151.381089,863,3.1,-33.498579,2000,400,2.2
Lucknow (NSW),12418,1525,149.161068,116,2.8,-33.345662,1900,240,2.3
Nemingha,12926,1375,150.990412,289,2.5,-31.123654,1582,293,2.3
Wollongbar,14357,1280,153.421078,1138,2.6,-28.827962,1733,340,1.9
Balranald,10168,1057,144.0717,721,2.4,-34.0414,858,150,1.8
Beryl,10327,1312,149.437976,59,2.8,-32.351413,1200,270,2
Talofa,13739,1458,153.55987,56,2.5,-28.674223,1465,375,1.7
Abercrombie,10004,2006,149.332781,386,3.1,-33.911806,1733,370,2.2
Laurieton,12283,716,152.798179,1131,1.8,-31.650229,1300,250,1.3
Loftville,12372,486,153.26343,159,1.4,-28.839721,0,163,1
Copacabana,11056,1837,151.430558,1422,2.8,-33.48994,2167,413,2
Haywards Bay,11880,2060,150.787364,335,3.2,-34.540289,2274,520,2.2
Upper Kangaroo River,14030,1312,150.60052,107,2,-34.686553,2500,0,2
Doubtful Creek,11282,1013,152.915051,63,2.6,-28.748597,1101,0,2.1
Grafton,11733,956,152.934605,4682,2.3,-29.703242,1300,255,1.5
Tooleybuc,13902,1062,143.338275,139,2.3,-35.027891,834,150,1.7
Oxley Vale,13111,1208,150.900142,1489,2.6,-31.06203,1408,300,1.7
Brookvale,10601,1822,151.273824,1428,2.3,-33.766629,2200,500,1.5
Plumpton (NSW),13230,1880,150.841204,2585,3.6,-33.751432,2000,400,2
Farmborough Heights,11491,1816,150.819944,1464,2.9,-34.454004,1950,380,2
Adelong,10018,1018,148.063682,457,2.3,-35.307947,1083,180,1.7
Auburn Vale,10107,1687,151.041719,46,2.6,-29.83895,1733,225,2.2
Baulkham Hills,10233,2107,150.992887,12895,3,-33.758601,2300,520,1.9
Paynes Crossing,13163,1125,151.102746,52,2.2,-32.885782,1242,200,1.9
Bedgerabong,10247,1281,147.1951,70,2.3,-36.1761,715,0,2.2
Blackbutt (NSW),10391,1373,150.834695,1263,2.7,-34.56896,1950,370,2
Weethalle,14215,830,146.625969,132,2.1,-33.875402,845,0,2.2
Kentucky,12102,1187,151.440954,80,2.3,-30.803987,1337,7,2.6
Booker Bay,10477,1002,151.34478,748,2.1,-33.511566,1733,350,1.4
Maclean,12431,824,153.196869,1248,2.1,-29.457963,1300,260,1.4
Wareemba,14148,2043,151.130728,643,2.6,-33.856828,2676,550,1.6
Anna Bay,10060,1065,152.083274,1829,2.4,-32.776919,1733,350,1.8
Milperra,12625,1851,150.989263,1356,3,-33.937834,2253,500,2.1
Acacia Gardens,10014,2378,150.906502,1151,3.4,-33.730077,2383,520,2
McDougalls Hill,12541,1531,151.152271,75,2.2,-32.551514,1788,213,1.8
Wards River,14147,683,151.935901,96,2.1,-32.223467,586,230,2
Chittaway Bay,10911,1443,151.429428,773,2.8,-33.32776,1733,340,2
Fairy Meadow,11484,1123,150.891874,3220,2.4,-34.399879,1907,340,1.5
Londonderry (NSW),12375,1862,150.73698,1210,3.4,-33.645188,2200,380,2.8
Spring Flat,13613,1531,149.606908,83,2.5,-32.638843,1928,255,2.4
Barmedman,10202,808,147.406754,219,2.5,-34.184676,650,120,1.9
Yarramalong,14475,1981,151.277495,146,2.5,-33.222529,2167,310,2.3
Delungra,11234,782,150.830948,277,2.4,-29.652485,780,175,2.2
Bannister (NSW),10183,1562,149.490386,67,2.9,-34.595404,1302,190,2.2
Gilead,11617,782,150.761815,144,1.7,-34.107035,0,400,1.4
Sutton Forest,13703,1480,150.321036,245,2.4,-34.568289,2394,220,2.6
Kurnell,12216,1898,151.204879,786,3,-34.008487,2600,504,2.2
Austral,10109,1353,152.937797,1025,3.1,-31.021949,2000,380,2.5
Portland (NSW),13250,1023,149.98227,1059,2.4,-33.353124,1200,218,1.9
Bethungra,10328,725,147.852565,87,2.3,-34.762894,975,0,2.8
Woodview,14397,1375,152.950742,54,3,-28.86062,1117,250,2.2
Running Stream,13441,1025,149.911201,73,2.3,-33.02011,1096,175,2.6
Leonay,12304,2153,150.652318,899,3,-33.759156,2167,495,2.1
Timbumburi,13870,1625,150.917132,55,3,-31.203391,2184,393,2.5
Tarana,13760,1521,149.908189,90,2.4,-33.526572,1582,165,2.2
Lawrence (NSW),12288,856,153.105535,475,2.3,-29.496729,1200,260,1.8
Summerland Point,13690,1126,151.565431,1233,2.5,-33.139085,1560,350,1.9
Kings Park (NSW),12150,1904,150.904598,1252,2.9,-33.745736,2129,430,1.9
Berry Park,10325,1937,151.650248,40,2.5,-32.755266,1798,130,2.8
Green Point (Mid-Coast - NSW),11755,960,152.5178,272,2.2,-32.2485,1409,340,1.7
Karangi,12072,1375,153.048256,202,2.9,-30.254449,1473,275,2.3
Wamberal,14122,1981,151.446193,2590,2.9,-33.418298,2167,425,2
Kellyville Ridge,12089,2559,150.92865,3087,3.5,-33.700104,2512,595,2.1
Heddon Greta,11888,1780,151.509565,751,2.9,-32.804507,1762,350,2.1
Quakers Hill,13286,1993,150.881177,8757,3.2,-33.728356,2167,440,1.9
Balmain East,10165,2485,151.190598,981,2.2,-33.857833,3500,580,1.3
Glen William,11654,1562,151.79757,54,2.5,-32.521508,2453,230,2.3
Mona Vale,12672,2001,151.300316,4347,2.7,-33.67707,2600,575,1.9
Yarrahapinni,14474,777,152.942535,109,2.2,-30.837327,867,230,2
Oakville,13060,2095,150.862154,637,3.3,-33.622562,2350,500,3
Wattle Flat (NSW),14191,700,149.693813,152,1.9,-33.140507,1170,200,2
Port Hacking,13244,2908,151.122449,373,3.1,-34.067503,3198,750,2.2
Bass Hill,10224,1225,150.992888,3001,3.2,-33.900608,2080,380,1.9
Blacksmiths,10396,988,151.652305,898,2.3,-33.077161,1733,300,1.7
Breeza,10561,1300,150.457901,72,2.6,-31.244175,566,144,2.2
Paxton,13162,1257,151.279669,360,2.7,-32.902045,1549,273,2
Leeton,12293,1207,146.406444,3765,2.4,-34.5522,1300,200,1.9
Horningsea Park,11935,2084,150.842975,1038,3.7,-33.945088,2167,500,2.3
Macksville,12430,886,152.921564,1146,2.3,-30.70403,1235,250,1.6
Tottenham (NSW),13923,759,147.356028,226,2.1,-32.244042,655,108,2
Kingsvale,12161,1136,148.363624,86,2.3,-34.457564,1272,170,2.2
South Durras,13580,1148,150.295026,367,2.3,-35.650988,1300,200,1.8
Lake Conjola,12244,789,150.492742,402,1.9,-35.269291,1517,310,1.7
Carrington (Newcastle - NSW),10830,1402,139.6178,970,2.1,-17.1007,1733,360,1.5
Surf Beach (NSW),13697,907,150.21013,1303,2.2,-35.761341,1402,265,1.6
Palm Grove (NSW),13133,1187,151.311454,48,2.3,-33.326275,2000,200,2.1
Elizabeth Bay,11395,1989,151.226593,3893,1.5,-33.872829,2324,493,0.7
Dalton,11194,1171,149.181024,99,2.3,-34.72191,1127,0,2.1
Wayo,14204,1325,149.628076,72,2.4,-34.60171,1631,0,2.8
New Italy,12941,1160,153.287828,75,2.5,-29.150297,1183,243,1.9
Bombay,10456,1281,149.666636,62,2.5,-35.436417,1517,125,2
Willow Vale (Wingecarribee - NSW),14307,1555,150.4716,272,2.8,-34.4321,1900,430,2.2
Grattai,11741,1097,149.482995,153,2.5,-32.654782,1300,198,2.1
Merriwagga,12586,1025,145.622346,63,2.4,-33.820291,433,90,2.2
Lambs Valley (Singleton - NSW),12263,2083,152.3054,129,3.1,-25.2694,2167,350,2.3
Chain Valley Bay,10880,844,151.580195,1179,2.2,-33.174102,1517,320,1.6
Marsfield,12506,1641,151.094241,5258,2.6,-33.783971,2167,485,1.4
Vineyard,14076,1197,150.8521,490,2.4,-33.6416,2167,395,2.1
Worrowing Heights,14424,770,150.639373,233,1.7,-35.065515,1734,105,1.3
Maraylya,12484,2133,150.90695,405,3.4,-33.58198,2600,363,3
Beverley Park,10330,1819,151.131345,920,2.8,-33.975135,2500,550,1.8
Hinton,11916,1562,151.651388,175,2.8,-32.716588,1500,300,2.3
Narellan,12896,1519,150.74408,1382,2.7,-34.055271,2000,400,2
Bridgman,10567,2062,151.151748,76,2.8,-32.437932,2292,351,2.5
Georges Hall,11601,1464,150.982469,2882,3.2,-33.912851,2167,470,2
St Fillans,13634,1218,149.632641,103,2.6,-32.468156,1625,68,2
Bexhill,10333,1454,153.346496,193,2.7,-28.762689,1950,270,2
Lower Boro,12402,1062,149.7752,142,2,-35.1372,1170,0,1.9
East Gresford,11350,1062,151.553227,151,2.6,-32.428616,1421,200,1.8
Tarraganda,13768,1562,149.866664,141,2.5,-36.667587,1365,220,2
Collie (NSW),10975,1166,148.30349,80,2.3,-31.667727,671,0,2.6
Kangy Angy,12064,1093,151.395063,120,2.7,-33.322397,1997,295,2.1
Wyong,14446,918,151.49038,1970,2.3,-33.274859,1517,300,1.5
Gurley,11817,1275,149.79988,102,2.4,-29.735601,700,100,2.4
Mascot,12519,1955,151.19431,6016,2.7,-33.931189,2490,610,1.3
Grabben Gullen,11731,956,149.410916,120,2.5,-34.545474,1153,150,2.3
Harrington Park,11859,2416,150.742232,3177,3.5,-34.023239,2500,530,2.3
Albion Park,10025,1678,150.79575,4604,3,-34.560838,1950,385,2.1
Mount Annan,12745,2214,150.764158,3661,3.3,-34.054864,2167,450,2.2
Lade Vale,12232,1974,149.139454,59,2.5,-34.84439,1753,475,2.4
Eastlakes,11368,1051,151.213199,2908,2.6,-33.925133,2000,400,1.2
Harden,11851,829,148.369635,1019,2.2,-34.555033,867,180,1.6
Louth Park,12395,2694,151.55845,201,3.4,-32.752138,1863,300,2.7
Upper Manilla,14037,1125,150.632502,67,2,-30.565763,1021,133,2.1
Killabakh,12128,1104,152.399887,121,2.7,-31.735516,1300,245,1.9
Mardi,12488,1637,151.404775,1311,2.9,-33.28342,1915,400,1.9
Kingsgrove,12158,1564,151.098941,4585,2.9,-33.939481,2350,480,1.7
Middleton Grange,12607,2124,150.843547,1587,3.4,-33.914093,2400,520,2.1
Currawang,11177,2200,149.476481,86,2.4,-34.984542,2100,0,2.3
Whitton,14280,1006,146.185556,220,2.4,-34.517992,650,150,1.8
Gilmore (NSW),11626,1850,148.163783,85,2.7,-35.328188,2000,150,2.6
Mendooran,12570,774,149.118008,289,2.3,-31.822488,867,150,2.1
Gillieston Heights,11624,1712,151.527365,1185,2.8,-32.766353,2000,395,2
Eviron,11472,1416,153.495268,79,3,-28.31156,2210,380,2.1
Wedderburn (NSW),14209,2013,150.812698,189,3.3,-34.127555,2817,325,3
Woonona,14416,1511,150.914167,4930,2.6,-34.34915,2167,320,1.7
Tumbarumba,13961,1102,148.012861,904,2.3,-35.777459,1170,180,1.8
Burraneer,10705,2860,151.137171,1220,3.1,-34.065063,3033,510,2.3
Ramsgate,13309,1616,151.1483,451,2.8,-33.981114,2400,460,1.6
Delegate,11233,854,148.941735,224,1.9,-37.044028,732,80,1.8
Ettrick (NSW),11448,734,152.921436,56,2.2,-28.665037,1207,200,2
Mountain View (NSW),12808,1149,152.935547,71,2.8,-29.608511,1658,250,2
Couridjah,11093,1928,150.547569,99,3.1,-34.234218,2000,305,2.4
Euabalong,11449,919,146.393986,107,2.5,-33.055677,391,0,2
Greenethorpe,11760,956,148.395001,116,2.2,-34.041955,600,118,2.2
Jerrabomberra,12016,2820,149.199053,3289,3.1,-35.384458,2383,415,2.2
Bundagen,10669,478,153.033099,102,1.6,-30.422303,0,33,1.2
Harwood,11865,825,153.240867,152,2.3,-29.418833,1327,280,1.9
Mulgoa,12814,2217,150.683371,617,3.2,-33.838167,2167,370,2.8
Ashby (NSW),10094,1006,153.187448,167,2.1,-29.423925,1300,295,2
Hermidale,11894,1375,146.689584,65,2.8,-31.638848,975,0,2.9
Lovedale,12396,1775,151.384846,209,2.7,-32.772453,2105,340,2.5
Seaforth (NSW),13509,3384,151.251146,2457,3.2,-33.797106,3700,780,1.9
Cheltenham (NSW),10896,3170,151.079364,720,3.2,-33.76169,3000,670,2.1
Dangar Island,11199,1375,151.241762,191,2.3,-33.539357,2122,345,1
Upper Orara,14041,1394,153.00951,326,2.8,-30.284822,1602,285,2.2
East Seaham,11362,1708,151.741458,141,2.7,-32.665424,1993,300,2.5
Balgowlah,10153,2261,151.251721,3440,2.5,-33.787074,3000,580,1.5
Kosciuszko National Park,12199,1410,148.4787,612,1.8,-36.3049,550,245,1.4
Casino,10843,875,153.062954,4812,2.3,-28.7912,1257,240,1.6
Craven,11107,866,151.775719,69,2.4,-31.878916,1948,205,2.2
Ebor,11372,791,152.352083,109,2,-30.398818,596,40,1.9
Merriwa (NSW),12585,1039,150.355719,864,2.4,-32.139419,1213,175,1.9
Elanora Heights,11389,2461,151.280156,1432,3.2,-33.695015,3000,700,2.2
Upper Burringbar,14015,883,153.432836,134,2.2,-28.44671,1400,300,1.9
Avondale (NSW),10116,1278,150.733774,740,2.5,-34.514177,1733,212,1.8
Callala Beach,10758,897,150.696524,998,2.3,-35.009084,1509,330,1.7
Woodcroft (NSW),14381,2270,150.879666,1912,3.5,-33.754986,2167,440,2
Coopers Gully,11048,1458,149.795722,69,2.4,-36.649434,1300,180,2.1
Gerringong,11606,1496,150.827497,1686,2.6,-34.745549,2123,410,1.9
Dondingalong,11272,968,152.737797,285,2.3,-31.09994,1300,280,2.1
Denham Court,11235,1777,150.844653,657,3,-33.990081,2600,215,2.4
Westleigh,14260,2457,151.072836,1547,3,-33.711956,2448,643,2
Menindee,12571,819,142.417613,306,2.1,-32.392053,700,100,1.4
North Ryde,13005,2034,151.124355,4000,2.9,-33.79677,2500,525,1.7
Forbes (NSW),11536,1033,148.007905,3820,2.3,-33.385343,1164,185,1.8
Windale,14315,689,151.681053,1556,2.3,-32.997694,1481,166,1.1
Burwood Heights,10719,1863,151.103412,323,3.1,-33.888328,2500,530,1.6
Reserve Creek,13353,1062,153.484093,58,2.8,-28.354608,1734,220,1.9
Stuarts Point,13681,715,152.993983,450,2.1,-30.821108,1160,220,1.5
Coolgardie (NSW),11031,1437,153.456093,45,2.6,-28.91858,2000,400,2.4
Conjola,11011,1624,150.492742,71,2.5,-35.269291,1565,250,2.7
Cope,11057,1125,149.619773,51,2.5,-32.303181,1600,0,2.3
Riverwood,13371,1014,151.052469,4901,2.6,-33.949859,2000,228,1.3
Pelican (NSW),13178,1206,151.649587,387,2.5,-33.078506,1876,320,1.9
Come By Chance,10993,1325,148.467361,85,2.3,-30.361591,1629,13,2.5
Broadmeadow,10578,1288,151.737829,772,2.2,-32.924165,1712,330,1.5
Tallong,13733,1176,150.083071,383,2.7,-34.718548,1779,250,2.3
Shannon Vale,13526,900,151.822956,70,2.2,-29.731641,1219,200,2.6
Wells Crossing,14223,880,153.059881,74,2.5,-29.892279,1246,300,1.9
Fairfield Heights,11479,1116,150.938451,2335,3.4,-33.864603,1993,400,1.6
South Wolumla,13602,1562,149.750881,70,2.7,-36.821939,1928,150,2.1
Colinton (NSW),10968,1687,149.158071,47,2.8,-35.861015,2383,0,2.4
Colo Vale,10985,1529,150.487969,595,2.9,-34.400134,1785,380,2.4
Greenleigh,11767,2843,149.255909,254,3,-35.349539,2167,350,2.5
Girvan,11637,1075,152.068465,89,2.2,-32.467867,1500,210,2.1
Stroud Road,13679,1292,151.929068,112,2.5,-32.344759,1517,205,2.1
Parkes (NSW),13151,1142,148.174166,5071,2.5,-33.138326,1300,200,1.7
Blaxlands Creek,10408,1437,152.847314,50,2.5,-29.859271,1517,0,2.1
Riverstone,13368,1667,150.861595,2679,2.9,-33.679382,2191,400,1.9
Kyle Bay,12227,2511,151.098301,352,3.1,-33.991238,3000,698,2.2
Waterloo (NSW),14183,1503,151.206144,8056,2,-33.9004,2400,520,0.8
Doonside,11275,1340,150.86929,4604,3.1,-33.765071,1950,310,1.6
Port Kembla,13245,1016,150.901651,2234,2.4,-34.479473,1733,270,1.6
Ellis Lane,11405,2356,150.672006,284,3.2,-34.040061,2513,450,2.7
Frenchs Forest,11568,2514,151.245461,4430,3.2,-33.751488,3000,760,2.1
Halfway Creek,11831,887,153.114128,111,2.4,-29.948486,1159,200,1.9
Hebersham,11886,1237,150.822682,1810,3.2,-33.743504,1600,320,1.7
Casuarina (NSW),10851,1913,153.571274,1211,2.9,-28.296652,2362,460,1.9
Clergate,10929,1600,149.110963,69,3.2,-33.191476,1733,75,3.2
Koonawarra,12187,1038,150.807052,1405,2.7,-34.502196,1517,300,1.7
Congo,11008,1013,150.153669,156,2.2,-35.956185,1615,295,1.9
Thurgoona,13856,1618,146.989961,3103,2.9,-36.044475,1689,320,2
Hoxton Park,11951,1725,150.857888,1247,3.6,-33.92678,2113,450,2.1
Segenhoe,13517,1875,150.918335,69,3,-32.128983,3229,110,2.2
Glen Davis,11646,664,150.147648,73,2.1,-33.134333,1874,0,1.9
Tarro,13771,975,151.668182,735,2.4,-32.808847,1478,300,1.7
